,Estimate_Median_value_(dollars),Margin_of_Error_Median_value_(dollars),CensusTract,Geographic_Area_Name
4575,298300.00,36895.00,6065040815,"Census Tract 408.15, Riverside County, California"
4341,658000.00,36892.00,6059099408,"Census Tract 994.08, Orange County, California"
430,308800.00,36867.00,6009000501,"Census Tract 5.01, Calaveras County, California"
3066,431000.00,36865.00,6037574902,"Census Tract 5749.02, Los Angeles County, California"
1445,395400.00,36858.00,6037134103,"Census Tract 1341.03, Los Angeles County, California"
1832,323700.00,36856.00,6037219020,"Census Tract 2190.20, Los Angeles County, California"
5129,384900.00,36854.00,6067007702,"Census Tract 77.02, Sacramento County, California"
7688,275500.00,36852.00,6099003604,"Census Tract 36.04, Stanislaus County, California"
6623,287800.00,36830.00,6079010002,"Census Tract 100.02, San Luis Obispo County, California"
1538,489700.00,36828.00,6037183402,"Census Tract 1834.02, Los Angeles County, California"
1017,245800.00,36826.00,6029002806,"Census Tract 28.06, Kern County, California"
7144,1520700.00,36817.00,6085507401,"Census Tract 5074.01, Santa Clara County, California"
3740,676100.00,36802.00,6053012100,"Census Tract 121, Monterey County, California"
84,484700.00,36786.00,6001407900,"Census Tract 4079, Alameda County, California"
1527,488000.00,36779.00,6037181400,"Census Tract 1814, Los Angeles County, California"
314,501000.00,36775.00,6001444601,"Census Tract 4446.01, Alameda County, California"
1006,113300.00,36771.00,6029001902,"Census Tract 19.02, Kern County, California"
437,190100.00,36768.00,6011000500,"Census Tract 5, Colusa County, California"
659,367700.00,36765.00,6017030502,"Census Tract 305.02, El Dorado County, California"
117,910200.00,36764.00,6001421100,"Census Tract 4211, Alameda County, California"
1255,515700.00,36759.00,6037111302,"Census Tract 1113.02, Los Angeles County, California"
2508,306500.00,36756.00,6037434001,"Census Tract 4340.01, Los Angeles County, California"
610,172800.00,36741.00,6013366002,"Census Tract 3660.02, Contra Costa County, California"
6084,672500.00,36737.00,6073017030,"Census Tract 170.30, San Diego County, California"
3194,400900.00,36720.00,6037604100,"Census Tract 6041, Los Angeles County, California"
1328,317200.00,36684.00,6037121221,"Census Tract 1212.21, Los Angeles County, California"
6444,955900.00,36682.00,6075033100,"Census Tract 331, San Francisco County, California"
5521,143600.00,36682.00,6071007410,"Census Tract 74.10, San Bernardino County, California"
3519,281100.00,36666.00,6039000103,"Census Tract 1.03, Madera County, California"
371,265200.00,36663.00,6005000500,"Census Tract 5, Amador County, California"
4899,122900.00,36658.00,6065045704,"Census Tract 457.04, Riverside County, California"
671,424000.00,36651.00,6017030803,"Census Tract 308.03, El Dorado County, California"
950,123900.00,36650.00,6025011600,"Census Tract 116, Imperial County, California"
7629,188200.00,36641.00,6099000801,"Census Tract 8.01, Stanislaus County, California"
512,331900.00,36637.00,6013334004,"Census Tract 3340.04, Contra Costa County, California"
425,242000.00,36633.00,6009000122,"Census Tract 1.22, Calaveras County, California"
2444,725300.00,36631.00,6037430301,"Census Tract 4303.01, Los Angeles County, California"
7040,448000.00,36630.00,6085503902,"Census Tract 5039.02, Santa Clara County, California"
5473,137800.00,36610.00,6071004507,"Census Tract 45.07, San Bernardino County, California"
4071,541700.00,36603.00,6059062639,"Census Tract 626.39, Orange County, California"
7482,639000.00,36591.00,6095252903,"Census Tract 2529.03, Solano County, California"
2324,293400.00,36585.00,6037403802,"Census Tract 4038.02, Los Angeles County, California"
5241,399400.00,36575.00,6067009330,"Census Tract 93.30, Sacramento County, California"
8019,628900.00,36571.00,6113010512,"Census Tract 105.12, Yolo County, California"
4132,462000.00,36568.00,6059074111,"Census Tract 741.11, Orange County, California"
5498,90400.00,36546.00,6071006500,"Census Tract 65, San Bernardino County, California"
850,337700.00,36544.00,6019005906,"Census Tract 59.06, Fresno County, California"
3257,484700.00,36540.00,6037670002,"Census Tract 6700.02, Los Angeles County, California"
7170,969500.00,36533.00,6085508401,"Census Tract 5084.01, Santa Clara County, California"
6991,487200.00,36529.00,6085503211,"Census Tract 5032.11, Santa Clara County, California"
1144,86100.00,36525.00,6031001601,"Census Tract 16.01, Kings County, California"
5495,150500.00,36521.00,6071006302,"Census Tract 63.02, San Bernardino County, California"
1253,510600.00,36519.00,6037111206,"Census Tract 1112.06, Los Angeles County, California"
1475,300200.00,36515.00,6037137103,"Census Tract 1371.03, Los Angeles County, California"
7298,592200.00,36509.00,6087100200,"Census Tract 1002, Santa Cruz County, California"
5525,162200.00,36491.00,6071007800,"Census Tract 78, San Bernardino County, California"
6578,196200.00,36489.00,6077004701,"Census Tract 47.01, San Joaquin County, California"
964,64600.00,36476.00,6027000100,"Census Tract 1, Inyo County, California"
6674,455900.00,36448.00,6079012900,"Census Tract 129, San Luis Obispo County, California"
2847,243900.00,36438.00,6037541603,"Census Tract 5416.03, Los Angeles County, California"
7053,524100.00,36435.00,6085504316,"Census Tract 5043.16, Santa Clara County, California"
273,560400.00,36430.00,6001441522,"Census Tract 4415.22, Alameda County, California"
5023,145600.00,36411.00,6067004701,"Census Tract 47.01, Sacramento County, California"
2123,317900.00,36404.00,6037294110,"Census Tract 2941.10, Los Angeles County, California"
6105,561700.00,36396.00,6073017052,"Census Tract 170.52, San Diego County, California"
2234,583600.00,36383.00,6037400207,"Census Tract 4002.07, Los Angeles County, California"
6843,913700.00,36354.00,6083000502,"Census Tract 5.02, Santa Barbara County, California"
1507,409800.00,36350.00,6037141303,"Census Tract 1413.03, Los Angeles County, California"
7031,402200.00,36339.00,6085503708,"Census Tract 5037.08, Santa Clara County, California"
7583,550500.00,36338.00,6097153403,"Census Tract 1534.03, Sonoma County, California"
4079,227800.00,36331.00,6059062647,"Census Tract 626.47, Orange County, California"
4055,438100.00,36329.00,6059062621,"Census Tract 626.21, Orange County, California"
3544,605200.00,36328.00,6041102202,"Census Tract 1022.02, Marin County, California"
6222,405700.00,36310.00,6073020026,"Census Tract 200.26, San Diego County, California"
679,297500.00,36306.00,6017031000,"Census Tract 310, El Dorado County, California"
7934,560400.00,36300.00,6111005908,"Census Tract 59.08, Ventura County, California"
4731,313800.00,36295.00,6065043227,"Census Tract 432.27, Riverside County, California"
6906,951600.00,36293.00,6083002907,"Census Tract 29.07, Santa Barbara County, California"
3162,405600.00,36291.00,6037602404,"Census Tract 6024.04, Los Angeles County, California"
6172,426800.00,36280.00,6073018906,"Census Tract 189.06, San Diego County, California"
7017,370100.00,36277.00,6085503337,"Census Tract 5033.37, Santa Clara County, California"
487,396600.00,36266.00,6013318000,"Census Tract 3180, Contra Costa County, California"
5430,231500.00,36261.00,6071003101,"Census Tract 31.01, San Bernardino County, California"
1158,198700.00,36248.00,6033000900,"Census Tract 9, Lake County, California"
6169,344000.00,36241.00,6073018903,"Census Tract 189.03, San Diego County, California"
3227,565900.00,36234.00,6037650003,"Census Tract 6500.03, Los Angeles County, California"
6177,497200.00,36233.00,6073019105,"Census Tract 191.05, San Diego County, California"
424,240900.00,36226.00,6009000121,"Census Tract 1.21, Calaveras County, California"
5830,390600.00,36204.00,6073008352,"Census Tract 83.52, San Diego County, California"
5240,250700.00,36190.00,6067009329,"Census Tract 93.29, Sacramento County, California"
6726,951300.00,36187.00,6081604500,"Census Tract 6045, San Mateo County, California"
5963,295100.00,36187.00,6073013307,"Census Tract 133.07, San Diego County, California"
2253,625600.00,36177.00,6037401303,"Census Tract 4013.03, Los Angeles County, California"
349,462000.00,36177.00,6001451503,"Census Tract 4515.03, Alameda County, California"
1435,346200.00,36173.00,6037132300,"Census Tract 1323, Los Angeles County, California"
5998,237300.00,36155.00,6073013906,"Census Tract 139.06, San Diego County, California"
1537,447700.00,36153.00,6037183401,"Census Tract 1834.01, Los Angeles County, California"
296,551600.00,36148.00,6001442800,"Census Tract 4428, Alameda County, California"
1684,325000.00,36148.00,6037203710,"Census Tract 2037.10, Los Angeles County, California"
3741,667400.00,36144.00,6053012200,"Census Tract 122, Monterey County, California"
5165,216400.00,36141.00,6067008142,"Census Tract 81.42, Sacramento County, California"
2267,340700.00,36140.00,6037402001,"Census Tract 4020.01, Los Angeles County, California"
6584,302300.00,36138.00,6077005001,"Census Tract 50.01, San Joaquin County, California"
1364,424200.00,36132.00,6037124103,"Census Tract 1241.03, Los Angeles County, California"
1531,447500.00,36127.00,6037183103,"Census Tract 1831.03, Los Angeles County, California"
2830,262700.00,36124.00,6037540203,"Census Tract 5402.03, Los Angeles County, California"
513,503200.00,36108.00,6013334006,"Census Tract 3340.06, Contra Costa County, California"
916,363000.00,36107.00,6023010200,"Census Tract 102, Humboldt County, California"
2722,285700.00,36103.00,6037531503,"Census Tract 5315.03, Los Angeles County, California"
5727,226800.00,36101.00,6073003209,"Census Tract 32.09, San Diego County, California"
4692,167500.00,36091.00,6065042720,"Census Tract 427.20, Riverside County, California"
319,539600.00,36070.00,6001450300,"Census Tract 4503, Alameda County, California"
5628,297600.00,36070.00,6071011002,"Census Tract 110.02, San Bernardino County, California"
2623,501700.00,36063.00,6037482702,"Census Tract 4827.02, Los Angeles County, California"
1862,377800.00,36041.00,6037222600,"Census Tract 2226, Los Angeles County, California"
6028,313500.00,36041.00,6073015501,"Census Tract 155.01, San Diego County, California"
2594,520700.00,36017.00,6037481500,"Census Tract 4815, Los Angeles County, California"
5459,194700.00,36009.00,6071004004,"Census Tract 40.04, San Bernardino County, California"
74,327800.00,36007.00,6001407000,"Census Tract 4070, Alameda County, California"
3208,641400.00,35990.00,6037620601,"Census Tract 6206.01, Los Angeles County, California"
3242,525800.00,35988.00,6037650800,"Census Tract 6508, Los Angeles County, California"
3673,119300.00,35979.00,6049000100,"Census Tract 1, Modoc County, California"
761,129200.00,35969.00,6019003805,"Census Tract 38.05, Fresno County, California"
612,233000.00,35920.00,6013367200,"Census Tract 3672, Contra Costa County, California"
2155,675500.00,35902.00,6037297400,"Census Tract 2974, Los Angeles County, California"
7743,280300.00,35899.00,6107000301,"Census Tract 3.01, Tulare County, California"
944,106700.00,35896.00,6025011100,"Census Tract 111, Imperial County, California"
2895,313500.00,35895.00,6037550000,"Census Tract 5500, Los Angeles County, California"
7689,259900.00,35894.00,6099003605,"Census Tract 36.05, Stanislaus County, California"
5053,542700.00,35883.00,6067005702,"Census Tract 57.02, Sacramento County, California"
6027,645800.00,35877.00,6073015406,"Census Tract 154.06, San Diego County, California"
1270,256400.00,35871.00,6037113321,"Census Tract 1133.21, Los Angeles County, California"
7563,579700.00,35862.00,6097152600,"Census Tract 1526, Sonoma County, California"
1268,655300.00,35857.00,6037113301,"Census Tract 1133.01, Los Angeles County, California"
781,349100.00,35847.00,6019004302,"Census Tract 43.02, Fresno County, California"
5248,389500.00,35840.00,6067009408,"Census Tract 94.08, Sacramento County, California"
1298,197800.00,35838.00,6037117530,"Census Tract 1175.30, Los Angeles County, California"
3193,437100.00,35835.00,6037604002,"Census Tract 6040.02, Los Angeles County, California"
7134,879000.00,35824.00,6085506804,"Census Tract 5068.04, Santa Clara County, California"
2720,325000.00,35813.00,6037531302,"Census Tract 5313.02, Los Angeles County, California"
6252,320700.00,35807.00,6073020601,"Census Tract 206.01, San Diego County, California"
2834,286500.00,35805.00,6037540502,"Census Tract 5405.02, Los Angeles County, California"
5281,262800.00,35803.00,6069000300,"Census Tract 3, San Benito County, California"
311,538900.00,35802.00,6001444302,"Census Tract 4443.02, Alameda County, California"
1338,307900.00,35798.00,6037122200,"Census Tract 1222, Los Angeles County, California"
308,573000.00,35795.00,6001444100,"Census Tract 4441, Alameda County, California"
1195,285400.00,35786.00,6037104320,"Census Tract 1043.20, Los Angeles County, California"
7963,803400.00,35781.00,6111007510,"Census Tract 75.10, Ventura County, California"
2117,347000.00,35776.00,6037293202,"Census Tract 2932.02, Los Angeles County, California"
6660,399700.00,35771.00,6079012000,"Census Tract 120, San Luis Obispo County, California"
2764,290800.00,35767.00,6037533502,"Census Tract 5335.02, Los Angeles County, California"
5970,414800.00,35762.00,6073013314,"Census Tract 133.14, San Diego County, California"
2442,289900.00,35718.00,6037430102,"Census Tract 4301.02, Los Angeles County, California"
7849,302000.00,35712.00,6111001204,"Census Tract 12.04, Ventura County, California"
6682,567700.00,35692.00,6081600500,"Census Tract 6005, San Mateo County, California"
6937,455000.00,35689.00,6085501200,"Census Tract 5012, Santa Clara County, California"
6966,575000.00,35688.00,6085502906,"Census Tract 5029.06, Santa Clara County, California"
4727,335200.00,35672.00,6065043217,"Census Tract 432.17, Riverside County, California"
3015,608600.00,35654.00,6037571200,"Census Tract 5712, Los Angeles County, California"
2183,558600.00,35637.00,6037301701,"Census Tract 3017.01, Los Angeles County, California"
4515,215600.00,35632.00,6065030501,"Census Tract 305.01, Riverside County, California"
2478,377400.00,35624.00,6037432402,"Census Tract 4324.02, Los Angeles County, California"
6579,439800.00,35623.00,6077004703,"Census Tract 47.03, San Joaquin County, California"
6223,545600.00,35622.00,6073020027,"Census Tract 200.27, San Diego County, California"
4315,757300.00,35582.00,6059099238,"Census Tract 992.38, Orange County, California"
4537,244600.00,35536.00,6065031703,"Census Tract 317.03, Riverside County, California"
3774,447600.00,35526.00,6055200201,"Census Tract 2002.01, Napa County, California"
4866,349800.00,35496.00,6065045117,"Census Tract 451.17, Riverside County, California"
2736,376700.00,35492.00,6037532200,"Census Tract 5322, Los Angeles County, California"
2709,293000.00,35491.00,6037530700,"Census Tract 5307, Los Angeles County, California"
2632,190700.00,35485.00,6037500500,"Census Tract 5005, Los Angeles County, California"
1907,318200.00,35475.00,6037231800,"Census Tract 2318, Los Angeles County, California"
6047,312300.00,35474.00,6073016502,"Census Tract 165.02, San Diego County, California"
5701,615300.00,35468.00,6073002801,"Census Tract 28.01, San Diego County, California"
817,339600.00,35441.00,6019005503,"Census Tract 55.03, Fresno County, California"
3478,446300.00,35423.00,6037920330,"Census Tract 9203.30, Los Angeles County, California"
5615,144000.00,35418.00,6071010419,"Census Tract 104.19, San Bernardino County, California"
444,305800.00,35398.00,6013302010,"Census Tract 3020.10, Contra Costa County, California"
4388,535500.00,35371.00,6059110104,"Census Tract 1101.04, Orange County, California"
1007,160600.00,35357.00,6029002000,"Census Tract 20, Kern County, California"
7382,210800.00,35350.00,6089011803,"Census Tract 118.03, Shasta County, California"
2304,533900.00,35348.00,6037403321,"Census Tract 4033.21, Los Angeles County, California"
4376,496100.00,35344.00,6059110003,"Census Tract 1100.03, Orange County, California"
7839,388100.00,35333.00,6111000800,"Census Tract 8, Ventura County, California"
4879,332300.00,35328.00,6065045214,"Census Tract 452.14, Riverside County, California"
4256,411000.00,35299.00,6059088001,"Census Tract 880.01, Orange County, California"
5125,294000.00,35285.00,6067007504,"Census Tract 75.04, Sacramento County, California"
745,177800.00,35277.00,6019003003,"Census Tract 30.03, Fresno County, California"
2288,255000.00,35268.00,6037402803,"Census Tract 4028.03, Los Angeles County, California"
4151,349700.00,35248.00,6059074901,"Census Tract 749.01, Orange County, California"
7621,257900.00,35234.00,6099000501,"Census Tract 5.01, Stanislaus County, California"
4425,406700.00,35232.00,6061020501,"Census Tract 205.01, Placer County, California"
4119,642800.00,35217.00,6059063907,"Census Tract 639.07, Orange County, California"
1271,497100.00,35214.00,6037113322,"Census Tract 1133.22, Los Angeles County, California"
1160,228100.00,35213.00,6033001100,"Census Tract 11, Lake County, California"
2820,315500.00,35212.00,6037536000,"Census Tract 5360, Los Angeles County, California"
4296,509100.00,35203.00,6059099214,"Census Tract 992.14, Orange County, California"
3945,668000.00,35176.00,6059032035,"Census Tract 320.35, Orange County, California"
7350,179500.00,35175.00,6089010100,"Census Tract 101, Shasta County, California"
7373,351400.00,35173.00,6089011402,"Census Tract 114.02, Shasta County, California"
1687,315600.00,35173.00,6037203900,"Census Tract 2039, Los Angeles County, California"
6264,365700.00,35168.00,6073020809,"Census Tract 208.09, San Diego County, California"
6122,674500.00,35167.00,6073017403,"Census Tract 174.03, San Diego County, California"
7974,673200.00,35164.00,6111007613,"Census Tract 76.13, Ventura County, California"
3154,362900.00,35159.00,6037602104,"Census Tract 6021.04, Los Angeles County, California"
6640,406200.00,35146.00,6079010707,"Census Tract 107.07, San Luis Obispo County, California"
2951,354000.00,35146.00,6037554002,"Census Tract 5540.02, Los Angeles County, California"
6174,470400.00,35143.00,6073019002,"Census Tract 190.02, San Diego County, California"
346,417400.00,35141.00,6001451403,"Census Tract 4514.03, Alameda County, California"
6936,463700.00,35122.00,6085501102,"Census Tract 5011.02, Santa Clara County, California"
6705,571700.00,35096.00,6081602300,"Census Tract 6023, San Mateo County, California"
2694,507700.00,35089.00,6037530003,"Census Tract 5300.03, Los Angeles County, California"
5454,201600.00,35089.00,6071003803,"Census Tract 38.03, San Bernardino County, California"
2242,342300.00,35082.00,6037400603,"Census Tract 4006.03, Los Angeles County, California"
3556,679000.00,35079.00,6041108100,"Census Tract 1081, Marin County, California"
1901,304000.00,35070.00,6037231300,"Census Tract 2313, Los Angeles County, California"
6900,237200.00,35065.00,6083002708,"Census Tract 27.08, Santa Barbara County, California"
6970,641200.00,35064.00,6085502910,"Census Tract 5029.10, Santa Clara County, California"
2472,547500.00,35058.00,6037432101,"Census Tract 4321.01, Los Angeles County, California"
3140,206200.00,35058.00,6037601303,"Census Tract 6013.03, Los Angeles County, California"
4875,106500.00,35058.00,6065045207,"Census Tract 452.07, Riverside County, California"
923,268600.00,35040.00,6023010800,"Census Tract 108, Humboldt County, California"
2049,671800.00,35035.00,6037269700,"Census Tract 2697, Los Angeles County, California"
6768,928000.00,35018.00,6081608200,"Census Tract 6082, San Mateo County, California"
377,176100.00,35000.00,6007000300,"Census Tract 3, Butte County, California"
3449,453500.00,34987.00,6037920040,"Census Tract 9200.40, Los Angeles County, California"
6278,563500.00,34985.00,6073021304,"Census Tract 213.04, San Diego County, California"
1086,152700.00,34982.00,6029005103,"Census Tract 51.03, Kern County, California"
6403,663800.00,34952.00,6075025900,"Census Tract 259, San Francisco County, California"
609,218900.00,34941.00,6013366001,"Census Tract 3660.01, Contra Costa County, California"
2582,422300.00,34940.00,6037480902,"Census Tract 4809.02, Los Angeles County, California"
2244,368100.00,34940.00,6037400800,"Census Tract 4008, Los Angeles County, California"
3381,143300.00,34936.00,6037910001,"Census Tract 9100.01, Los Angeles County, California"
1914,286400.00,34929.00,6037232500,"Census Tract 2325, Los Angeles County, California"
6164,110000.00,34926.00,6073018614,"Census Tract 186.14, San Diego County, California"
7049,701200.00,34923.00,6085504308,"Census Tract 5043.08, Santa Clara County, California"
6018,413500.00,34914.00,6073014902,"Census Tract 149.02, San Diego County, California"
7276,584200.00,34904.00,6085512307,"Census Tract 5123.07, Santa Clara County, California"
6904,381400.00,34896.00,6083002809,"Census Tract 28.09, Santa Barbara County, California"
672,440300.00,34885.00,6017030804,"Census Tract 308.04, El Dorado County, California"
7491,407100.00,34883.00,6095252915,"Census Tract 2529.15, Solano County, California"
966,399800.00,34881.00,6027000300,"Census Tract 3, Inyo County, California"
6681,553700.00,34875.00,6081600402,"Census Tract 6004.02, San Mateo County, California"
1569,593800.00,34873.00,6037188300,"Census Tract 1883, Los Angeles County, California"
3248,564700.00,34864.00,6037651102,"Census Tract 6511.02, Los Angeles County, California"
730,151300.00,34860.00,6019002200,"Census Tract 22, Fresno County, California"
6716,670600.00,34850.00,6081603400,"Census Tract 6034, San Mateo County, California"
5324,566600.00,34848.00,6071000814,"Census Tract 8.14, San Bernardino County, California"
5558,97500.00,34844.00,6071009117,"Census Tract 91.17, San Bernardino County, California"
4711,131500.00,34828.00,6065042800,"Census Tract 428, Riverside County, California"
456,336400.00,34822.00,6013304005,"Census Tract 3040.05, Contra Costa County, California"
7341,673600.00,34820.00,6087122201,"Census Tract 1222.01, Santa Cruz County, California"
1456,796600.00,34814.00,6037134424,"Census Tract 1344.24, Los Angeles County, California"
5284,319500.00,34783.00,6069000502,"Census Tract 5.02, San Benito County, California"
3312,395100.00,34752.00,6037702502,"Census Tract 7025.02, Los Angeles County, California"
137,584100.00,34744.00,6001423100,"Census Tract 4231, Alameda County, California"
6039,433000.00,34743.00,6073016000,"Census Tract 160, San Diego County, California"
5345,212600.00,34743.00,6071001305,"Census Tract 13.05, San Bernardino County, California"
1887,265400.00,34733.00,6037228500,"Census Tract 2285, Los Angeles County, California"
6586,300600.00,34724.00,6077005004,"Census Tract 50.04, San Joaquin County, California"
4496,447700.00,34718.00,6061023500,"Census Tract 235, Placer County, California"
3899,587400.00,34715.00,6059021816,"Census Tract 218.16, Orange County, California"
139,567000.00,34703.00,6001423300,"Census Tract 4233, Alameda County, California"
2701,419500.00,34689.00,6037530203,"Census Tract 5302.03, Los Angeles County, California"
2760,344900.00,34684.00,6037533401,"Census Tract 5334.01, Los Angeles County, California"
4626,418200.00,34681.00,6065042003,"Census Tract 420.03, Riverside County, California"
6808,904000.00,34668.00,6081611300,"Census Tract 6113, San Mateo County, California"
1366,363300.00,34665.00,6037124105,"Census Tract 1241.05, Los Angeles County, California"
6021,615300.00,34660.00,6073015200,"Census Tract 152, San Diego County, California"
6940,434200.00,34655.00,6085501402,"Census Tract 5014.02, Santa Clara County, California"
7458,360500.00,34649.00,6095252313,"Census Tract 2523.13, Solano County, California"
3854,656800.00,34644.00,6059001704,"Census Tract 17.04, Orange County, California"
1401,350000.00,34642.00,6037127804,"Census Tract 1278.04, Los Angeles County, California"
2779,302300.00,34630.00,6037534002,"Census Tract 5340.02, Los Angeles County, California"
5961,244700.00,34626.00,6073013303,"Census Tract 133.03, San Diego County, California"
2437,363600.00,34618.00,6037408724,"Census Tract 4087.24, Los Angeles County, California"
6247,665600.00,34617.00,6073020401,"Census Tract 204.01, San Diego County, California"
6426,903000.00,34608.00,6075030700,"Census Tract 307, San Francisco County, California"
14,333700.00,34597.00,6001401400,"Census Tract 4014, Alameda County, California"
2973,678500.00,34586.00,6037554519,"Census Tract 5545.19, Los Angeles County, California"
3235,713400.00,34580.00,6037650502,"Census Tract 6505.02, Los Angeles County, California"
3247,774300.00,34560.00,6037651101,"Census Tract 6511.01, Los Angeles County, California"
181,387000.00,34560.00,6001430900,"Census Tract 4309, Alameda County, California"
7544,337100.00,34544.00,6097151401,"Census Tract 1514.01, Sonoma County, California"
422,143200.00,34542.00,6007003700,"Census Tract 37, Butte County, California"
5652,136700.00,34542.00,6071012500,"Census Tract 125, San Bernardino County, California"
364,209400.00,34522.00,6005000102,"Census Tract 1.02, Amador County, California"
196,320700.00,34512.00,6001433103,"Census Tract 4331.03, Alameda County, California"
4629,405900.00,34502.00,6065042007,"Census Tract 420.07, Riverside County, California"
627,353400.00,34498.00,6013380000,"Census Tract 3800, Contra Costa County, California"
5773,289200.00,34485.00,6073006801,"Census Tract 68.01, San Diego County, California"
31,358100.00,34464.00,6001403502,"Census Tract 4035.02, Alameda County, California"
2619,414000.00,34449.00,6037482521,"Census Tract 4825.21, Los Angeles County, California"
6978,358100.00,34447.00,6085503112,"Census Tract 5031.12, Santa Clara County, California"
915,230100.00,34439.00,6023010102,"Census Tract 101.02, Humboldt County, California"
2264,535400.00,34435.00,6037401800,"Census Tract 4018, Los Angeles County, California"
1911,307900.00,34429.00,6037232200,"Census Tract 2322, Los Angeles County, California"
3811,248700.00,34420.00,6055201800,"Census Tract 2018, Napa County, California"
3832,432300.00,34411.00,6057001205,"Census Tract 12.05, Nevada County, California"
616,254600.00,34402.00,6013369002,"Census Tract 3690.02, Contra Costa County, California"
7848,498800.00,34401.00,6111001202,"Census Tract 12.02, Ventura County, California"
4188,622800.00,34383.00,6059075811,"Census Tract 758.11, Orange County, California"
1233,578900.00,34326.00,6037108102,"Census Tract 1081.02, Los Angeles County, California"
7110,868600.00,34320.00,6085506103,"Census Tract 5061.03, Santa Clara County, California"
7019,456100.00,34316.00,6085503402,"Census Tract 5034.02, Santa Clara County, California"
506,380000.00,34315.00,6013331000,"Census Tract 3310, Contra Costa County, California"
5078,269200.00,34314.00,6067007010,"Census Tract 70.10, Sacramento County, California"
4689,338300.00,34297.00,6065042716,"Census Tract 427.16, Riverside County, California"
5635,324800.00,34296.00,6071011300,"Census Tract 113, San Bernardino County, California"
492,409500.00,34272.00,6013321101,"Census Tract 3211.01, Contra Costa County, California"
689,328800.00,34268.00,6017031503,"Census Tract 315.03, El Dorado County, California"
1472,501700.00,34262.00,6037135202,"Census Tract 1352.02, Los Angeles County, California"
4128,242000.00,34262.00,6059074107,"Census Tract 741.07, Orange County, California"
6398,690100.00,34261.00,6075025500,"Census Tract 255, San Francisco County, California"
5875,450800.00,34248.00,6073009306,"Census Tract 93.06, San Diego County, California"
3450,233500.00,34246.00,6037920041,"Census Tract 9200.41, Los Angeles County, California"
5463,136100.00,34245.00,6071004201,"Census Tract 42.01, San Bernardino County, California"
7444,329400.00,34230.00,6095252102,"Census Tract 2521.02, Solano County, California"
3924,461500.00,34220.00,6059021922,"Census Tract 219.22, Orange County, California"
969,151000.00,34165.00,6027000800,"Census Tract 8, Inyo County, California"
1433,398300.00,34162.00,6037132101,"Census Tract 1321.01, Los Angeles County, California"
3939,497600.00,34159.00,6059032029,"Census Tract 320.29, Orange County, California"
1439,550300.00,34156.00,6037132900,"Census Tract 1329, Los Angeles County, California"
1966,255900.00,34138.00,6037239702,"Census Tract 2397.02, Los Angeles County, California"
1186,399600.00,34118.00,6037103400,"Census Tract 1034, Los Angeles County, California"
7414,319800.00,34115.00,6095250104,"Census Tract 2501.04, Solano County, California"
6094,465900.00,34098.00,6073017041,"Census Tract 170.41, San Diego County, California"
5625,296000.00,34089.00,6071010901,"Census Tract 109.01, San Bernardino County, California"
4547,222300.00,34089.00,6065040303,"Census Tract 403.03, Riverside County, California"
6406,572900.00,34087.00,6075026003,"Census Tract 260.03, San Francisco County, California"
5646,240700.00,34086.00,6071012101,"Census Tract 121.01, San Bernardino County, California"
7732,173600.00,34084.00,6103000900,"Census Tract 9, Tehama County, California"
3783,417500.00,34078.00,6055200505,"Census Tract 2005.05, Napa County, California"
1219,415400.00,34072.00,6037106510,"Census Tract 1065.10, Los Angeles County, California"
6945,676600.00,34071.00,6085501800,"Census Tract 5018, Santa Clara County, California"
3954,920000.00,34058.00,6059032044,"Census Tract 320.44, Orange County, California"
177,419800.00,34057.00,6001430500,"Census Tract 4305, Alameda County, California"
3963,381600.00,34048.00,6059032054,"Census Tract 320.54, Orange County, California"
2132,286100.00,34044.00,6037294610,"Census Tract 2946.10, Los Angeles County, California"
2986,569200.00,34019.00,6037555202,"Census Tract 5552.02, Los Angeles County, California"
4252,327000.00,34016.00,6059087805,"Census Tract 878.05, Orange County, California"
4361,543500.00,34015.00,6059099603,"Census Tract 996.03, Orange County, California"
4046,605500.00,33992.00,6059052528,"Census Tract 525.28, Orange County, California"
6088,509300.00,33988.00,6073017034,"Census Tract 170.34, San Diego County, California"
3965,644300.00,33987.00,6059032056,"Census Tract 320.56, Orange County, California"
5594,123700.00,33970.00,6071010016,"Census Tract 100.16, San Bernardino County, California"
2274,206600.00,33955.00,6037402304,"Census Tract 4023.04, Los Angeles County, California"
6581,324300.00,33946.00,6077004800,"Census Tract 48, San Joaquin County, California"
2295,479200.00,33945.00,6037403303,"Census Tract 4033.03, Los Angeles County, California"
7789,140100.00,33944.00,6107002601,"Census Tract 26.01, Tulare County, California"
7052,545400.00,33934.00,6085504315,"Census Tract 5043.15, Santa Clara County, California"
3026,657300.00,33929.00,6037571900,"Census Tract 5719, Los Angeles County, California"
7881,378100.00,33923.00,6111003300,"Census Tract 33, Ventura County, California"
1981,296100.00,33920.00,6037241002,"Census Tract 2410.02, Los Angeles County, California"
1916,299100.00,33917.00,6037232700,"Census Tract 2327, Los Angeles County, California"
2627,832400.00,33909.00,6037500202,"Census Tract 5002.02, Los Angeles County, California"
2350,299200.00,33896.00,6037405101,"Census Tract 4051.01, Los Angeles County, California"
3785,563800.00,33888.00,6055200602,"Census Tract 2006.02, Napa County, California"
6199,414500.00,33878.00,6073019803,"Census Tract 198.03, San Diego County, California"
