,Estimate_Median_value_(dollars),Margin_of_Error_Median_value_(dollars),CensusTract,Geographic_Area_Name
4239,565100,38772,6059087404,"Census Tract 874.04, Orange County, California"
4240,383100,65257,6059087405,"Census Tract 874.05, Orange County, California"
4241,535900,42209,6059087503,"Census Tract 875.03, Orange County, California"
4242,453200,90530,6059087504,"Census Tract 875.04, Orange County, California"
4243,495200,50222,6059087505,"Census Tract 875.05, Orange County, California"
4244,590400,23153,6059087601,"Census Tract 876.01, Orange County, California"
4245,562200,46432,6059087602,"Census Tract 876.02, Orange County, California"
4246,543500,37478,6059087701,"Census Tract 877.01, Orange County, California"
4247,569000,25996,6059087703,"Census Tract 877.03, Orange County, California"
4248,552600,32902,6059087704,"Census Tract 877.04, Orange County, California"
4249,463000,37034,6059087801,"Census Tract 878.01, Orange County, California"
4250,355200,32593,6059087802,"Census Tract 878.02, Orange County, California"
4251,527600,68705,6059087803,"Census Tract 878.03, Orange County, California"
4252,418400,77209,6059087805,"Census Tract 878.05, Orange County, California"
4253,497500,73733,6059087806,"Census Tract 878.06, Orange County, California"
4254,446500,30779,6059087901,"Census Tract 879.01, Orange County, California"
4255,567500,34185,6059087902,"Census Tract 879.02, Orange County, California"
4256,572000,25460,6059088001,"Census Tract 880.01, Orange County, California"
4257,608500,25018,6059088002,"Census Tract 880.02, Orange County, California"
4258,370700,12421,6059088101,"Census Tract 881.01, Orange County, California"
4259,412700,69480,6059088104,"Census Tract 881.04, Orange County, California"
4260,581600,27206,6059088105,"Census Tract 881.05, Orange County, California"
4261,312000,42701,6059088106,"Census Tract 881.06, Orange County, California"
4262,534500,35543,6059088107,"Census Tract 881.07, Orange County, California"
4263,606200,14238,6059088201,"Census Tract 882.01, Orange County, California"
4264,545000,27795,6059088202,"Census Tract 882.02, Orange County, California"
4265,573300,34521,6059088203,"Census Tract 882.03, Orange County, California"
4266,575100,30183,6059088301,"Census Tract 883.01, Orange County, California"
4267,601500,19488,6059088302,"Census Tract 883.02, Orange County, California"
4268,565600,24224,6059088401,"Census Tract 884.01, Orange County, California"
4269,593600,19112,6059088402,"Census Tract 884.02, Orange County, California"
4270,441600,17205,6059088403,"Census Tract 884.03, Orange County, California"
4271,504100,34943,6059088501,"Census Tract 885.01, Orange County, California"
4272,493300,34125,6059088502,"Census Tract 885.02, Orange County, California"
4273,468900,73139,6059088601,"Census Tract 886.01, Orange County, California"
4274,523700,47838,6059088602,"Census Tract 886.02, Orange County, California"
4275,500600,50190,6059088701,"Census Tract 887.01, Orange County, California"
4276,579900,35975,6059088702,"Census Tract 887.02, Orange County, California"
4277,402500,40320,6059088801,"Census Tract 888.01, Orange County, California"
4278,483700,30268,6059088802,"Census Tract 888.02, Orange County, California"
4279,484800,57373,6059088901,"Census Tract 889.01, Orange County, California"
4280,510300,49848,6059088902,"Census Tract 889.02, Orange County, California"
4281,527200,37554,6059088903,"Census Tract 889.03, Orange County, California"
4282,610300,43578,6059088904,"Census Tract 889.04, Orange County, California"
4283,568300,28915,6059088905,"Census Tract 889.05, Orange County, California"
4284,438800,30138,6059089001,"Census Tract 890.01, Orange County, California"
4285,457600,34275,6059089003,"Census Tract 890.03, Orange County, California"
4286,356200,57797,6059089004,"Census Tract 890.04, Orange County, California"
4287,430000,46244,6059089102,"Census Tract 891.02, Orange County, California"
4288,93700,9818,6059089104,"Census Tract 891.04, Orange County, California"
4289,447200,22789,6059089105,"Census Tract 891.05, Orange County, California"
4290,511600,76069,6059089106,"Census Tract 891.06, Orange County, California"
4291,591700,25095,6059089107,"Census Tract 891.07, Orange County, California"
4292,539600,27751,6059099202,"Census Tract 992.02, Orange County, California"
4293,573100,18809,6059099203,"Census Tract 992.03, Orange County, California"
4294,565700,46972,6059099204,"Census Tract 992.04, Orange County, California"
4295,568300,28154,6059099212,"Census Tract 992.12, Orange County, California"
4296,591000,28571,6059099214,"Census Tract 992.14, Orange County, California"
4297,582000,47346,6059099215,"Census Tract 992.15, Orange County, California"
4298,681300,34291,6059099216,"Census Tract 992.16, Orange County, California"
4299,870400,21709,6059099217,"Census Tract 992.17, Orange County, California"
4300,688900,123981,6059099220,"Census Tract 992.20, Orange County, California"
4301,568100,27623,6059099222,"Census Tract 992.22, Orange County, California"
4302,658500,40991,6059099223,"Census Tract 992.23, Orange County, California"
4303,758000,45207,6059099224,"Census Tract 992.24, Orange County, California"
4304,750600,49741,6059099225,"Census Tract 992.25, Orange County, California"
4305,755900,46911,6059099226,"Census Tract 992.26, Orange County, California"
4306,625400,23987,6059099227,"Census Tract 992.27, Orange County, California"
4307,659400,33123,6059099229,"Census Tract 992.29, Orange County, California"
4308,646600,31640,6059099230,"Census Tract 992.30, Orange County, California"
4309,857600,23416,6059099231,"Census Tract 992.31, Orange County, California"
4310,686900,36421,6059099232,"Census Tract 992.32, Orange County, California"
4311,828800,31401,6059099233,"Census Tract 992.33, Orange County, California"
4312,739700,50297,6059099234,"Census Tract 992.34, Orange County, California"
4313,604500,26187,6059099235,"Census Tract 992.35, Orange County, California"
4314,804300,33855,6059099237,"Census Tract 992.37, Orange County, California"
4315,893800,21770,6059099238,"Census Tract 992.38, Orange County, California"
4316,930600,21352,6059099239,"Census Tract 992.39, Orange County, California"
4317,827800,62326,6059099240,"Census Tract 992.40, Orange County, California"
4318,645000,23396,6059099241,"Census Tract 992.41, Orange County, California"
4319,648000,20959,6059099242,"Census Tract 992.42, Orange County, California"
4320,767900,32458,6059099243,"Census Tract 992.43, Orange County, California"
4321,576000,56856,6059099244,"Census Tract 992.44, Orange County, California"
4322,832900,29119,6059099245,"Census Tract 992.45, Orange County, California"
4323,817800,36601,6059099246,"Census Tract 992.46, Orange County, California"
4324,388400,43152,6059099247,"Census Tract 992.47, Orange County, California"
4326,413500,59703,6059099249,"Census Tract 992.49, Orange County, California"
4327,821300,39089,6059099250,"Census Tract 992.50, Orange County, California"
4328,825200,67929,6059099251,"Census Tract 992.51, Orange County, California"
4329,579500,60177,6059099305,"Census Tract 993.05, Orange County, California"
4330,841600,48514,6059099306,"Census Tract 993.06, Orange County, California"
4331,529000,167292,6059099307,"Census Tract 993.07, Orange County, California"
4332,1282100,141526,6059099308,"Census Tract 993.08, Orange County, California"
4333,814400,63076,6059099309,"Census Tract 993.09, Orange County, California"
4334,1245200,96240,6059099310,"Census Tract 993.10, Orange County, California"
4335,1174200,83783,6059099311,"Census Tract 993.11, Orange County, California"
4337,835500,29162,6059099404,"Census Tract 994.04, Orange County, California"
4338,603600,33145,6059099405,"Census Tract 994.05, Orange County, California"
4339,826200,19331,6059099406,"Census Tract 994.06, Orange County, California"
4340,739200,40259,6059099407,"Census Tract 994.07, Orange County, California"
4341,700600,33062,6059099408,"Census Tract 994.08, Orange County, California"
4342,736000,61465,6059099410,"Census Tract 994.10, Orange County, California"
4343,594300,41933,6059099411,"Census Tract 994.11, Orange County, California"
4344,812500,34316,6059099412,"Census Tract 994.12, Orange County, California"
4345,789900,71006,6059099413,"Census Tract 994.13, Orange County, California"
4346,939600,30435,6059099415,"Census Tract 994.15, Orange County, California"
4347,447300,27395,6059099416,"Census Tract 994.16, Orange County, California"
4348,813700,69757,6059099417,"Census Tract 994.17, Orange County, California"
4350,1090800,50672,6059099504,"Census Tract 995.04, Orange County, California"
4351,1146400,519304,6059099506,"Census Tract 995.06, Orange County, California"
4352,515700,131659,6059099508,"Census Tract 995.08, Orange County, California"
4353,240900,19897,6059099509,"Census Tract 995.09, Orange County, California"
4354,194400,8702,6059099510,"Census Tract 995.10, Orange County, California"
4355,1530200,168951,6059099511,"Census Tract 995.11, Orange County, California"
4356,1057100,69977,6059099512,"Census Tract 995.12, Orange County, California"
4357,871800,99908,6059099513,"Census Tract 995.13, Orange County, California"
4358,1186200,100171,6059099514,"Census Tract 995.14, Orange County, California"
4359,665400,44049,6059099601,"Census Tract 996.01, Orange County, California"
4360,640300,13648,6059099602,"Census Tract 996.02, Orange County, California"
4361,650000,16308,6059099603,"Census Tract 996.03, Orange County, California"
4362,673100,21684,6059099604,"Census Tract 996.04, Orange County, California"
4363,728600,36108,6059099605,"Census Tract 996.05, Orange County, California"
4364,587000,22316,6059099701,"Census Tract 997.01, Orange County, California"
4365,615300,28426,6059099702,"Census Tract 997.02, Orange County, California"
4366,634000,24110,6059099703,"Census Tract 997.03, Orange County, California"
4367,596100,30965,6059099801,"Census Tract 998.01, Orange County, California"
4369,494000,72566,6059099803,"Census Tract 998.03, Orange County, California"
4370,629400,18869,6059099902,"Census Tract 999.02, Orange County, California"
4371,606100,18041,6059099903,"Census Tract 999.03, Orange County, California"
4372,499400,50644,6059099904,"Census Tract 999.04, Orange County, California"
4373,565600,49627,6059099905,"Census Tract 999.05, Orange County, California"
4374,666600,26406,6059099906,"Census Tract 999.06, Orange County, California"
4375,629700,16924,6059110001,"Census Tract 1100.01, Orange County, California"
4376,632000,13544,6059110003,"Census Tract 1100.03, Orange County, California"
4377,603600,14644,6059110004,"Census Tract 1100.04, Orange County, California"
4378,609800,14690,6059110005,"Census Tract 1100.05, Orange County, California"
4379,951200,49228,6059110006,"Census Tract 1100.06, Orange County, California"
4380,924900,23905,6059110007,"Census Tract 1100.07, Orange County, California"
4381,841800,48361,6059110008,"Census Tract 1100.08, Orange County, California"
4382,641700,12245,6059110010,"Census Tract 1100.10, Orange County, California"
4383,627100,31135,6059110011,"Census Tract 1100.11, Orange County, California"
4384,873000,17149,6059110012,"Census Tract 1100.12, Orange County, California"
4385,477900,43661,6059110014,"Census Tract 1100.14, Orange County, California"
4386,810700,30314,6059110015,"Census Tract 1100.15, Orange County, California"
4387,630600,27299,6059110102,"Census Tract 1101.02, Orange County, California"
4388,647000,28599,6059110104,"Census Tract 1101.04, Orange County, California"
4389,564000,33315,6059110106,"Census Tract 1101.06, Orange County, California"
4390,678200,130056,6059110108,"Census Tract 1101.08, Orange County, California"
4391,622400,24754,6059110109,"Census Tract 1101.09, Orange County, California"
4392,599100,23399,6059110110,"Census Tract 1101.10, Orange County, California"
4393,594200,22039,6059110111,"Census Tract 1101.11, Orange County, California"
4394,623300,11090,6059110113,"Census Tract 1101.13, Orange County, California"
4395,630900,14509,6059110114,"Census Tract 1101.14, Orange County, California"
4396,635600,17255,6059110115,"Census Tract 1101.15, Orange County, California"
4397,711300,29126,6059110116,"Census Tract 1101.16, Orange County, California"
4398,591800,55464,6059110117,"Census Tract 1101.17, Orange County, California"
4399,986300,47577,6059110118,"Census Tract 1101.18, Orange County, California"
4400,533400,45434,6059110201,"Census Tract 1102.01, Orange County, California"
4401,606700,43731,6059110202,"Census Tract 1102.02, Orange County, California"
4402,584700,24192,6059110203,"Census Tract 1102.03, Orange County, California"
4403,596100,20527,6059110301,"Census Tract 1103.01, Orange County, California"
4404,528400,32576,6059110302,"Census Tract 1103.02, Orange County, California"
4405,562900,27777,6059110303,"Census Tract 1103.03, Orange County, California"
4406,599800,16464,6059110304,"Census Tract 1103.04, Orange County, California"
4407,558100,27476,6059110401,"Census Tract 1104.01, Orange County, California"
4408,497700,36911,6059110402,"Census Tract 1104.02, Orange County, California"
4409,473900,34783,6059110500,"Census Tract 1105, Orange County, California"
4410,611400,40764,6059110603,"Census Tract 1106.03, Orange County, California"
4411,717600,48022,6059110604,"Census Tract 1106.04, Orange County, California"
4412,750800,55900,6059110605,"Census Tract 1106.05, Orange County, California"
4413,481500,56765,6059110606,"Census Tract 1106.06, Orange County, California"
4414,514700,55658,6059110607,"Census Tract 1106.07, Orange County, California"
4417,756400,178510,6061020104,"Census Tract 201.04, Placer County, California"
4418,717400,71109,6061020105,"Census Tract 201.05, Placer County, California"
4419,626500,55993,6061020106,"Census Tract 201.06, Placer County, California"
4420,458300,32013,6061020107,"Census Tract 201.07, Placer County, California"
4421,368700,33531,6061020200,"Census Tract 202, Placer County, California"
4422,300000,78152,6061020300,"Census Tract 203, Placer County, California"
4423,423700,47704,6061020401,"Census Tract 204.01, Placer County, California"
4424,482400,21106,6061020402,"Census Tract 204.02, Placer County, California"
4425,590000,46869,6061020501,"Census Tract 205.01, Placer County, California"
4426,574600,35673,6061020502,"Census Tract 205.02, Placer County, California"
4427,744500,45457,6061020601,"Census Tract 206.01, Placer County, California"
4428,718500,43238,6061020602,"Census Tract 206.02, Placer County, California"
4429,780900,57798,6061020604,"Census Tract 206.04, Placer County, California"
4430,831400,54865,6061020605,"Census Tract 206.05, Placer County, California"
4431,703500,31015,6061020606,"Census Tract 206.06, Placer County, California"
4432,479200,34081,6061020710,"Census Tract 207.10, Placer County, California"
4433,472000,15470,6061020711,"Census Tract 207.11, Placer County, California"
4434,354900,13795,6061020712,"Census Tract 207.12, Placer County, California"
4435,372700,34605,6061020713,"Census Tract 207.13, Placer County, California"
4436,448700,15102,6061020714,"Census Tract 207.14, Placer County, California"
4437,389500,28344,6061020715,"Census Tract 207.15, Placer County, California"
4438,574500,25726,6061020717,"Census Tract 207.17, Placer County, California"
4439,313700,17492,6061020805,"Census Tract 208.05, Placer County, California"
4440,331600,34359,6061020806,"Census Tract 208.06, Placer County, California"
4441,308100,35899,6061020901,"Census Tract 209.01, Placer County, California"
4442,324100,21605,6061020908,"Census Tract 209.08, Placer County, California"
4443,390500,51458,6061021003,"Census Tract 210.03, Placer County, California"
4444,434200,12841,6061021034,"Census Tract 210.34, Placer County, California"
4445,432800,18195,6061021035,"Census Tract 210.35, Placer County, California"
4446,435200,32754,6061021037,"Census Tract 210.37, Placer County, California"
4447,408300,15543,6061021038,"Census Tract 210.38, Placer County, California"
4448,453600,15912,6061021039,"Census Tract 210.39, Placer County, California"
4449,440500,15857,6061021040,"Census Tract 210.40, Placer County, California"
4450,471600,29583,6061021043,"Census Tract 210.43, Placer County, California"
4451,475000,14534,6061021044,"Census Tract 210.44, Placer County, California"
4452,349100,9122,6061021045,"Census Tract 210.45, Placer County, California"
4453,337200,25102,6061021046,"Census Tract 210.46, Placer County, California"
4454,342100,19786,6061021103,"Census Tract 211.03, Placer County, California"
4455,435800,13350,6061021106,"Census Tract 211.06, Placer County, California"
4456,278700,109367,6061021108,"Census Tract 211.08, Placer County, California"
4457,622800,23004,6061021109,"Census Tract 211.09, Placer County, California"
4458,591600,38581,6061021122,"Census Tract 211.22, Placer County, California"
4459,540300,30774,6061021123,"Census Tract 211.23, Placer County, California"
4460,337400,27611,6061021128,"Census Tract 211.28, Placer County, California"
4461,345300,20963,6061021129,"Census Tract 211.29, Placer County, California"
4462,466900,21508,6061021130,"Census Tract 211.30, Placer County, California"
4463,426800,12194,6061021131,"Census Tract 211.31, Placer County, California"
4464,437700,51487,6061021203,"Census Tract 212.03, Placer County, California"
4465,604200,41926,6061021204,"Census Tract 212.04, Placer County, California"
4466,482800,42322,6061021304,"Census Tract 213.04, Placer County, California"
4467,563800,17727,6061021309,"Census Tract 213.09, Placer County, California"
4468,490600,14416,6061021322,"Census Tract 213.22, Placer County, California"
4469,319200,20119,6061021401,"Census Tract 214.01, Placer County, California"
4470,273000,46487,6061021403,"Census Tract 214.03, Placer County, California"
4471,422000,27481,6061021501,"Census Tract 215.01, Placer County, California"
4472,420300,19678,6061021502,"Census Tract 215.02, Placer County, California"
4473,366400,49616,6061021603,"Census Tract 216.03, Placer County, California"
4474,623600,46418,6061021604,"Census Tract 216.04, Placer County, California"
4475,509700,49618,6061021801,"Census Tract 218.01, Placer County, California"
4476,370500,33480,6061021802,"Census Tract 218.02, Placer County, California"
4477,434900,43433,6061021901,"Census Tract 219.01, Placer County, California"
4478,499300,50409,6061021902,"Census Tract 219.02, Placer County, California"
4479,384900,31895,6061022002,"Census Tract 220.02, Placer County, California"
4480,945400,137188,6061022011,"Census Tract 220.11, Placer County, California"
4481,363000,23271,6061022013,"Census Tract 220.13, Placer County, California"
4482,836400,94769,6061022014,"Census Tract 220.14, Placer County, California"
4483,619000,93182,6061022100,"Census Tract 221, Placer County, California"
4484,635400,89586,6061022200,"Census Tract 222, Placer County, California"
4485,683300,126286,6061022300,"Census Tract 223, Placer County, California"
4486,641200,19075,6061022400,"Census Tract 224, Placer County, California"
4487,627000,24031,6061022500,"Census Tract 225, Placer County, California"
4488,437300,29525,6061022600,"Census Tract 226, Placer County, California"
4489,498600,36926,6061022800,"Census Tract 228, Placer County, California"
4490,478000,19955,6061022900,"Census Tract 229, Placer County, California"
4491,478600,15229,6061023000,"Census Tract 230, Placer County, California"
4492,538800,28101,6061023100,"Census Tract 231, Placer County, California"
4493,404000,23618,6061023200,"Census Tract 232, Placer County, California"
4494,418800,16456,6061023300,"Census Tract 233, Placer County, California"
4495,410100,18684,6061023400,"Census Tract 234, Placer County, California"
4496,586900,24652,6061023500,"Census Tract 235, Placer County, California"
4497,541300,34957,6061023600,"Census Tract 236, Placer County, California"
4498,491800,29814,6061023700,"Census Tract 237, Placer County, California"
4499,508700,35425,6061023800,"Census Tract 238, Placer County, California"
4500,420100,13471,6061023900,"Census Tract 239, Placer County, California"
4502,231700,31809,6063000100,"Census Tract 1, Plumas County, California"
4503,350000,39799,6063000201,"Census Tract 2.01, Plumas County, California"
4504,240100,22442,6063000202,"Census Tract 2.02, Plumas County, California"
4505,218300,58082,6063000300,"Census Tract 3, Plumas County, California"
4506,226900,33063,6063000400,"Census Tract 4, Plumas County, California"
4507,207100,16486,6063000501,"Census Tract 5.01, Plumas County, California"
4508,347300,45431,6063000502,"Census Tract 5.02, Plumas County, California"
4509,283000,19716,6065030101,"Census Tract 301.01, Riverside County, California"
4510,286000,21545,6065030103,"Census Tract 301.03, Riverside County, California"
4511,322600,17328,6065030104,"Census Tract 301.04, Riverside County, California"
4512,360500,21931,6065030200,"Census Tract 302, Riverside County, California"
4513,316400,40008,6065030300,"Census Tract 303, Riverside County, California"
4514,305600,26388,6065030400,"Census Tract 304, Riverside County, California"
4515,322600,21167,6065030501,"Census Tract 305.01, Riverside County, California"
4516,261500,19343,6065030502,"Census Tract 305.02, Riverside County, California"
4517,273000,25597,6065030503,"Census Tract 305.03, Riverside County, California"
4518,784100,57399,6065030601,"Census Tract 306.01, Riverside County, California"
4519,536100,46339,6065030602,"Census Tract 306.02, Riverside County, California"
4520,492300,27228,6065030603,"Census Tract 306.03, Riverside County, California"
4521,365500,25809,6065030700,"Census Tract 307, Riverside County, California"
4522,370900,38661,6065030800,"Census Tract 308, Riverside County, California"
4523,321100,11010,6065030900,"Census Tract 309, Riverside County, California"
4524,341400,11010,6065031001,"Census Tract 310.01, Riverside County, California"
4525,307100,24718,6065031002,"Census Tract 310.02, Riverside County, California"
4526,334100,23196,6065031100,"Census Tract 311, Riverside County, California"
4527,346200,13251,6065031200,"Census Tract 312, Riverside County, California"
4528,288000,30072,6065031300,"Census Tract 313, Riverside County, California"
4529,323100,21283,6065031401,"Census Tract 314.01, Riverside County, California"
4530,319800,16013,6065031402,"Census Tract 314.02, Riverside County, California"
4531,354000,13897,6065031501,"Census Tract 315.01, Riverside County, California"
4532,349100,17118,6065031502,"Census Tract 315.02, Riverside County, California"
4533,334700,18961,6065031601,"Census Tract 316.01, Riverside County, California"
4534,303900,26075,6065031602,"Census Tract 316.02, Riverside County, California"
4535,414200,71996,6065031701,"Census Tract 317.01, Riverside County, California"
4536,373600,26552,6065031702,"Census Tract 317.02, Riverside County, California"
4537,337400,20671,6065031703,"Census Tract 317.03, Riverside County, California"
4538,324000,23282,6065031704,"Census Tract 317.04, Riverside County, California"
4539,309400,25301,6065040101,"Census Tract 401.01, Riverside County, California"
4540,378300,27854,6065040102,"Census Tract 401.02, Riverside County, California"
4541,329500,16624,6065040201,"Census Tract 402.01, Riverside County, California"
4542,288200,40390,6065040202,"Census Tract 402.02, Riverside County, California"
4543,218300,87268,6065040203,"Census Tract 402.03, Riverside County, California"
4544,219900,25120,6065040204,"Census Tract 402.04, Riverside County, California"
4545,226400,16372,6065040301,"Census Tract 403.01, Riverside County, California"
4546,370200,16540,6065040302,"Census Tract 403.02, Riverside County, California"
4547,390000,33966,6065040303,"Census Tract 403.03, Riverside County, California"
4548,352800,23852,6065040402,"Census Tract 404.02, Riverside County, California"
4549,374200,18915,6065040403,"Census Tract 404.03, Riverside County, California"
4550,341900,14365,6065040404,"Census Tract 404.04, Riverside County, California"
4551,423800,14893,6065040405,"Census Tract 404.05, Riverside County, California"
4552,313900,19752,6065040501,"Census Tract 405.01, Riverside County, California"
4553,320200,28175,6065040502,"Census Tract 405.02, Riverside County, California"
4554,334000,18642,6065040503,"Census Tract 405.03, Riverside County, California"
4555,406700,46581,6065040603,"Census Tract 406.03, Riverside County, California"
4556,473500,12131,6065040604,"Census Tract 406.04, Riverside County, California"
4557,332000,22718,6065040605,"Census Tract 406.05, Riverside County, California"
4558,412500,25693,6065040606,"Census Tract 406.06, Riverside County, California"
4559,539200,30829,6065040607,"Census Tract 406.07, Riverside County, California"
4560,585300,11987,6065040609,"Census Tract 406.09, Riverside County, California"
4561,588200,12416,6065040611,"Census Tract 406.11, Riverside County, California"
4562,585300,16799,6065040613,"Census Tract 406.13, Riverside County, California"
4563,551400,30544,6065040615,"Census Tract 406.15, Riverside County, California"
4564,600700,16327,6065040616,"Census Tract 406.16, Riverside County, California"
4565,557100,32799,6065040701,"Census Tract 407.01, Riverside County, California"
4566,484200,19917,6065040702,"Census Tract 407.02, Riverside County, California"
4567,489300,39721,6065040703,"Census Tract 407.03, Riverside County, California"
4568,495600,33888,6065040806,"Census Tract 408.06, Riverside County, California"
4569,454100,9659,6065040807,"Census Tract 408.07, Riverside County, California"
4570,383800,15858,6065040808,"Census Tract 408.08, Riverside County, California"
4571,447300,31523,6065040809,"Census Tract 408.09, Riverside County, California"
4572,440500,25527,6065040812,"Census Tract 408.12, Riverside County, California"
4573,615300,20821,6065040813,"Census Tract 408.13, Riverside County, California"
4574,384800,18312,6065040814,"Census Tract 408.14, Riverside County, California"
4575,448200,13944,6065040815,"Census Tract 408.15, Riverside County, California"
4576,442600,30047,6065040816,"Census Tract 408.16, Riverside County, California"
4577,450900,22297,6065040821,"Census Tract 408.21, Riverside County, California"
4578,367500,21219,6065040901,"Census Tract 409.01, Riverside County, California"
4579,361500,20786,6065040902,"Census Tract 409.02, Riverside County, California"
4580,344600,22039,6065040903,"Census Tract 409.03, Riverside County, California"
4581,368200,14857,6065040904,"Census Tract 409.04, Riverside County, California"
4582,276900,16294,6065041001,"Census Tract 410.01, Riverside County, California"
4583,307800,20171,6065041002,"Census Tract 410.02, Riverside County, California"
4584,349800,20383,6065041003,"Census Tract 410.03, Riverside County, California"
4585,346700,9895,6065041004,"Census Tract 410.04, Riverside County, California"
4586,274100,45717,6065041101,"Census Tract 411.01, Riverside County, California"
4587,371700,24573,6065041102,"Census Tract 411.02, Riverside County, California"
4588,330400,14748,6065041201,"Census Tract 412.01, Riverside County, California"
4589,290900,24608,6065041202,"Census Tract 412.02, Riverside County, California"
4590,284900,13132,6065041203,"Census Tract 412.03, Riverside County, California"
4591,337000,21322,6065041301,"Census Tract 413.01, Riverside County, California"
4592,316500,22033,6065041302,"Census Tract 413.02, Riverside County, California"
4593,401300,26716,6065041403,"Census Tract 414.03, Riverside County, California"
4594,376400,13714,6065041404,"Census Tract 414.04, Riverside County, California"
4595,236300,58138,6065041405,"Census Tract 414.05, Riverside County, California"
4596,391300,24798,6065041406,"Census Tract 414.06, Riverside County, California"
4597,326300,20505,6065041407,"Census Tract 414.07, Riverside County, California"
4599,529300,42679,6065041409,"Census Tract 414.09, Riverside County, California"
4600,334300,32947,6065041410,"Census Tract 414.10, Riverside County, California"
4601,306400,23825,6065041411,"Census Tract 414.11, Riverside County, California"
4602,327100,21899,6065041412,"Census Tract 414.12, Riverside County, California"
4603,253600,172106,6065041500,"Census Tract 415, Riverside County, California"
4604,310700,35024,6065041600,"Census Tract 416, Riverside County, California"
4605,411200,30909,6065041702,"Census Tract 417.02, Riverside County, California"
4606,49800,20201,6065041703,"Census Tract 417.03, Riverside County, California"
4607,348400,15241,6065041704,"Census Tract 417.04, Riverside County, California"
4608,549000,26695,6065041803,"Census Tract 418.03, Riverside County, California"
4609,563900,24412,6065041804,"Census Tract 418.04, Riverside County, California"
4610,410500,16897,6065041805,"Census Tract 418.05, Riverside County, California"
4611,543300,29474,6065041806,"Census Tract 418.06, Riverside County, California"
4612,432200,9291,6065041807,"Census Tract 418.07, Riverside County, California"
4613,606400,18183,6065041808,"Census Tract 418.08, Riverside County, California"
4614,364500,47165,6065041809,"Census Tract 418.09, Riverside County, California"
4615,583400,21637,6065041810,"Census Tract 418.10, Riverside County, California"
4616,428400,13735,6065041812,"Census Tract 418.12, Riverside County, California"
4617,372900,29579,6065041813,"Census Tract 418.13, Riverside County, California"
4618,413100,23881,6065041904,"Census Tract 419.04, Riverside County, California"
4619,390600,41937,6065041905,"Census Tract 419.05, Riverside County, California"
4620,329900,26446,6065041906,"Census Tract 419.06, Riverside County, California"
4621,462000,24289,6065041909,"Census Tract 419.09, Riverside County, California"
4622,425900,19678,6065041910,"Census Tract 419.10, Riverside County, California"
4623,480700,13520,6065041911,"Census Tract 419.11, Riverside County, California"
4624,571700,20043,6065041912,"Census Tract 419.12, Riverside County, California"
4625,470200,22961,6065041913,"Census Tract 419.13, Riverside County, California"
4626,559900,38826,6065042003,"Census Tract 420.03, Riverside County, California"
4627,521200,45174,6065042004,"Census Tract 420.04, Riverside County, California"
4628,534500,49917,6065042005,"Census Tract 420.05, Riverside County, California"
4629,470900,36349,6065042007,"Census Tract 420.07, Riverside County, California"
4630,486000,25282,6065042008,"Census Tract 420.08, Riverside County, California"
4631,433700,38017,6065042009,"Census Tract 420.09, Riverside County, California"
4632,215400,15443,6065042010,"Census Tract 420.10, Riverside County, California"
4633,408900,21319,6065042012,"Census Tract 420.12, Riverside County, California"
4634,456300,9038,6065042013,"Census Tract 420.13, Riverside County, California"
4635,452400,10669,6065042014,"Census Tract 420.14, Riverside County, California"
4636,394400,45831,6065042206,"Census Tract 422.06, Riverside County, California"
4637,503200,44889,6065042207,"Census Tract 422.07, Riverside County, California"
4638,479700,13626,6065042208,"Census Tract 422.08, Riverside County, California"
4639,83100,69560,6065042209,"Census Tract 422.09, Riverside County, California"
4640,309200,116431,6065042210,"Census Tract 422.10, Riverside County, California"
4641,322800,17689,6065042212,"Census Tract 422.12, Riverside County, California"
4642,345000,9713,6065042213,"Census Tract 422.13, Riverside County, California"
4643,349700,14098,6065042214,"Census Tract 422.14, Riverside County, California"
4644,431300,23780,6065042217,"Census Tract 422.17, Riverside County, California"
4645,333800,39937,6065042300,"Census Tract 423, Riverside County, California"
4646,425600,16660,6065042401,"Census Tract 424.01, Riverside County, California"
4647,332400,19076,6065042402,"Census Tract 424.02, Riverside County, California"
4648,353300,24327,6065042403,"Census Tract 424.03, Riverside County, California"
4649,264700,25558,6065042404,"Census Tract 424.04, Riverside County, California"
4650,290000,47865,6065042405,"Census Tract 424.05, Riverside County, California"
4651,278400,15889,6065042406,"Census Tract 424.06, Riverside County, California"
4652,287700,14079,6065042407,"Census Tract 424.07, Riverside County, California"
4653,295300,15708,6065042408,"Census Tract 424.08, Riverside County, California"
4654,295500,20149,6065042409,"Census Tract 424.09, Riverside County, California"
4655,339900,13626,6065042410,"Census Tract 424.10, Riverside County, California"
4656,339200,9674,6065042411,"Census Tract 424.11, Riverside County, California"
4657,407500,23129,6065042412,"Census Tract 424.12, Riverside County, California"
4658,194200,62974,6065042505,"Census Tract 425.05, Riverside County, California"
4659,296000,39063,6065042506,"Census Tract 425.06, Riverside County, California"
4660,303200,21505,6065042507,"Census Tract 425.07, Riverside County, California"
4661,214100,21464,6065042508,"Census Tract 425.08, Riverside County, California"
4662,235400,13546,6065042509,"Census Tract 425.09, Riverside County, California"
4663,258800,16294,6065042510,"Census Tract 425.10, Riverside County, California"
4664,273400,12657,6065042511,"Census Tract 425.11, Riverside County, California"
