CensusTract,County,Urban,POP2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lalowihalf,lawhitehalf,lablackhalf,laasianhalf,lanhopihalf,laaianhalf,laomultirhalf,lahisphalf,lahunvhalf,lasnaphalf,lapop1,lalowi1,lawhite1,lablack1,laasian1,lanhopi1,laaian1,laomultir1,lahisp1,lahunv1,lasnap1,lapop10,lalowi10,lawhite10,lablack10,laasian10,lanhopi10,laaian10,laomultir10,lahisp10,lahunv10,lasnap10,lapop20,lalowi20,lawhite20,lablack20,laasian20,lanhopi20,laaian20,laomultir20,lahisp20,lahunv20,lasnap20,TractLOWI,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
6059088106,Orange,1,4638,1615,0,0,0.0,0,0,0,0,0,1,17.8,49609,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2492,1821,73,1699,40,53,952,1464,83,213
6059088107,Orange,1,5866,1573,0,199,0.0339243,0,0,0,0,0,1,19.8,56078,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2646,1691,69,3224,16,23,843,1409,83,172
6059088201,Orange,1,4022,1061,0,117,0.02909,0,0,0,0,0,1,28.4,52734,0,0,0,0,0,0,0,0,0.0,249.4470743,0.0,0.0,109.1661122,0.0,249.4470743,109.1661122,121.0531805,9.768049128,77.96472543,0.051255751,1.520039279,39.08982591,83.65867102,2.384900933,6.039736118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2266,1914,78,1112,23,32,863,1613,66,106
6059088202,Orange,1,3005,856,0,12,0.0039933,0,0,0,0,0,0,11.0,80000,0,1,0,1,0,0,0,0,0.0,1360.343622,0.0,0.0,358.4130542,0.0,1360.343622,358.4130542,608.9111688,31.03837474,486.008111,0.0,7.360665202,227.0252923,363.4953608,18.51528112,28.94210763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950,1426,46,1006,2,16,509,866,39,63
6059088203,Orange,1,4819,1411,0,54,0.0112056,0,0,0,0,0,0,16.9,56250,0,1,0,1,0,0,0,0,0.0,642.3226038,0.0,0.0,266.0318134,0.0,642.3226038,266.0318134,221.601759,1.637329578,328.4527604,0.039499491,5.856613613,84.73464152,156.7876128,20.91397243,15.66502794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400,2078,102,1767,26,38,808,1681,174,137
6059088301,Orange,1,6430,1702,0,74,0.0115086,0,0,0,0,0,0,14.0,70781,0,1,0,1,0,0,0,0,0.0,1291.510203,0.0,0.0,302.6060817,0.0,1291.510203,302.6060817,606.7883359,11.04108852,448.2997996,7.959254786,3.88542967,213.5362904,374.6836123,4.693249542,39.41699228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2335,2881,65,1824,89,42,1529,2670,91,198
6059088302,Orange,1,6029,1734,0,53,0.0087908,0,0,0,0,0,0,8.0,88561,0,1,0,1,0,0,0,0,0.0,795.3495955,0.0,0.0,188.3195037,0.0,795.3495955,188.3195037,311.3241828,11.05975175,342.1310762,3.560438097,0.747091685,126.5270581,194.9393868,3.413923477,10.85301736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1729,2517,105,2318,29,44,1016,1567,31,85
6059088401,Orange,1,5317,1289,0,10,0.0018808,0,0,0,0,0,0,11.7,78920,0,1,0,1,0,0,0,0,0.0,786.2713368,0.0,0.0,261.6412963,0.0,786.2713368,261.6412963,370.3111515,7.701513886,235.9229495,2.859837115,7.758824348,161.7170578,315.7431554,5.475300559,16.16739451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1722,2463,53,1401,50,55,1295,2285,38,108
6059088402,Orange,1,4854,1238,0,99,0.0203956,0,0,0,0,0,0,19.7,57838,0,0,0,0,0,0,0,0,0.0,74.66585064,0.0,0.0,35.74360162,0.0,74.66585064,35.74360162,47.31337494,0.0,3.915436417,0.0,0.261331677,23.17570716,61.54981792,1.662575407,4.085805148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2599,2351,88,1034,37,31,1313,2833,56,198
6059088403,Orange,1,6896,1852,0,26,0.0037703,0,0,0,0,0,0,12.4,64568,0,1,0,1,0,0,0,0,0.0,1541.651257,0.0,0.0,706.3622642,0.0,1541.651257,706.3622642,730.7479655,66.71651572,152.415491,24.0,5.839715131,561.931576,1112.284223,23.39163504,26.22110493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2834,3073,213,1507,47,38,2018,3820,64,118
6059088501,Orange,1,6785,1741,0,6,0.0008843,0,1,0,0,0,1,22.4,61950,0,1,0,1,0,0,0,0,0.0,1034.760915,0.0,0.0,421.8296586,0.0,1034.760915,421.8296586,449.9694769,10.25840139,335.2525185,9.534208953,5.23048234,224.5158256,364.5402765,13.11120665,31.20990147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2902,2617,51,1858,47,43,2169,3612,97,203
6059088502,Orange,1,5249,1398,0,127,0.0241951,0,0,0,0,0,0,19.5,69103,0,1,0,1,0,0,0,0,0.0,946.385786,0.0,0.0,448.5994479,0.0,946.385786,448.5994479,376.4020758,29.04888607,278.9949761,5.245590933,14.96012304,241.734146,409.6925658,44.300982,25.43597043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2036,2045,76,1470,44,44,1570,2815,144,112
6059088601,Orange,1,6305,2072,0,18,0.0028549,0,0,0,0,0,0,12.4,65575,0,1,0,1,0,0,0,0,0.0,1015.977343,0.0,0.0,317.0505754,0.0,1015.977343,317.0505754,229.6601341,6.346647277,546.725664,9.999185801,0.332940476,222.9127807,321.1852712,13.03521301,25.18206831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2434,1964,73,2993,53,29,1193,2049,224,213
6059088602,Orange,1,4433,1281,0,22,0.0049628,0,0,0,0,0,0,12.1,60536,0,1,0,1,0,0,0,0,0.0,1778.229659,0.0,0.0,673.1178632,0.0,1778.229659,673.1178632,619.5002606,33.64953178,630.9480528,13.42925777,25.19390559,455.5086242,705.5941519,29.86339606,44.22816793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1926,1738,59,1632,28,48,928,1629,81,114
6059088701,Orange,1,6067,1875,0,51,0.0084061,0,1,0,0,0,1,24.9,50000,0,1,0,1,0,0,0,0,0.0,3563.885713,0.0,0.0,1757.621377,0.0,3563.885713,1757.621377,1107.383649,66.84899339,1592.384462,29.53393469,24.37827596,743.3563473,1242.612118,66.13259772,212.6432172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3158,1981,99,2666,46,40,1235,2073,109,340
6059088702,Orange,1,6107,1537,0,71,0.011626,0,1,0,0,0,1,22.9,46991,0,1,0,1,0,0,0,0,0.0,1136.709168,0.0,0.0,708.6530371,0.0,1136.709168,708.6530371,221.6703171,5.813988507,758.1371953,3.101319551,2.407294862,145.579051,267.9712824,10.00469685,45.27172483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3471,1613,55,3437,54,15,933,1628,75,216
6059088801,Orange,1,8343,2501,0,42,0.0050342,0,0,0,0,0,1,21.6,48800,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3644,1998,138,4668,48,62,1429,2342,144,227
6059088802,Orange,1,5551,1409,0,15,0.0027022,0,0,0,0,0,1,30.4,42778,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2906,1529,65,2772,39,21,1125,1785,135,274
6059088901,Orange,1,6725,1660,0,292,0.0434201,0,0,0,0,0,1,21.1,51944,0,0,0,0,0,0,0,0,0.0,391.7259018,0.0,0.0,211.0197871,0.0,391.7259018,211.0197871,86.0835756,3.013240516,253.5580215,0.008898086,3.377417803,45.68474542,78.83721507,9.500848542,13.18024135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2947,1352,57,4481,35,33,767,1149,141,271
6059088902,Orange,1,5143,1170,0,3,0.0005833,0,0,0,0,0,1,25.9,58138,0,0,0,0,0,0,0,0,0.0,331.521695,0.0,0.0,153.513471,0.0,331.521695,153.513471,110.8694319,0.532912955,148.9477243,5.577757359,3.216621496,62.37723867,125.0388701,7.104437571,14.39880441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2163,1333,41,3044,38,32,655,1454,111,241
6059088903,Orange,1,8585,1894,0,79,0.0092021,0,1,0,0,0,1,16.0,53295,0,1,0,1,0,0,0,0,0.0,2401.747447,0.0,0.0,1261.020423,0.0,2401.747447,1261.020423,497.9059317,12.41547592,1273.108115,1.451168016,16.18356431,600.6832024,906.1697029,29.4996441,42.30264196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4242,1597,41,5372,31,45,1499,2316,91,181
6059088904,Orange,1,5766,1398,0,18,0.0031217,0,0,0,0,0,1,27.0,42833,0,0,0,0,0,0,0,0,0.0,176.4491549,0.0,0.0,42.04891253,0.0,176.4491549,42.04891253,33.71911192,0.0,132.9494152,0.0,0.0,9.780620933,8.596117735,4.78299427,6.197087765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2539,833,21,4507,15,4,386,521,56,221
6059088905,Orange,1,5282,1288,0,8,0.0015146,0,0,0,0,0,0,16.2,61544,0,1,0,1,0,0,0,0,0.0,1301.166939,0.0,0.0,361.9459222,0.0,1301.166939,361.9459222,263.1822639,11.829027,833.2818235,4.21480795,7.207289219,181.4517163,302.0508975,8.5585998,30.81261975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2429,957,39,3668,25,10,583,942,69,140
6059089001,Orange,1,7154,1623,0,1,0.0001398,0,1,0,0,0,1,20.7,47439,0,1,0,1,0,0,0,0,0.0,3308.314164,0.0,0.0,2007.360314,0.0,3308.314164,2007.360314,859.2784167,14.23875314,1661.055853,6.852092149,27.55455429,739.3344993,1390.879336,17.53495405,125.2486068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3985,1891,37,3505,26,53,1642,3154,51,262
6059089003,Orange,1,4012,824,0,6,0.0014955,0,0,0,0,0,1,25.0,52375,0,0,0,0,0,0,0,0,0.0,21.24747619,0.0,0.0,8.521034852,0.0,21.24747619,8.521034852,6.90035674,0.104305729,6.673093796,2.84952803,0.037929356,4.682262897,5.943413973,0.424826497,1.382903278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1745,1561,46,1182,50,25,1148,2408,48,209
6059089004,Orange,1,7011,1721,0,35,0.0049922,0,1,0,0,0,1,24.4,42462,0,1,0,1,0,0,0,0,0.0,1766.50429,0.0,0.0,871.9535813,0.0,1766.50429,871.9535813,652.1065097,33.71054095,430.7188373,24.35148841,20.92372839,604.693179,1155.453296,24.17680759,86.11070552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4343,2526,75,2001,53,68,2288,4366,164,386
6059089102,Orange,1,7217,1555,0,226,0.031315,0,1,0,0,0,1,8.9,54901,0,1,0,1,0,0,0,0,0.0,1629.663466,0.0,0.0,351.711849,0.0,1629.663466,351.711849,640.5341558,23.83054862,377.9990329,6.83398708,6.698803518,573.7669507,988.9467956,23.93005812,37.50356169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2637,3125,117,1469,58,37,2411,4686,109,147
6059089104,Orange,1,5376,1267,0,71,0.0132068,0,1,0,0,0,1,37.2,37696,0,1,0,1,0,0,0,0,0.0,1594.816449,0.0,0.0,1097.341401,0.0,1594.816449,1097.341401,613.9163693,9.29406757,359.1387323,5.555290669,18.46272495,588.449263,1120.090644,69.80122736,83.69923804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3775,2115,69,1180,27,30,1955,3835,215,298
6059089105,Orange,1,6387,1135,0,53,0.0082981,0,1,0,0,0,1,27.1,41188,0,1,0,1,0,0,0,0,0.0,940.1410389,0.0,0.0,590.8910191,0.0,940.1410389,590.8910191,342.5229498,5.849063724,186.7392672,0.54608275,13.79323056,390.6904612,727.9960507,5.988278909,48.13894431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4013,2364,22,663,5,53,3280,5609,44,315
6059089106,Orange,1,3973,960,0,181,0.0455575,0,1,0,0,0,1,23.8,41736,0,1,0,1,0,0,0,0,0.0,517.8497696,0.0,0.0,322.7545633,0.0,517.8497696,322.7545633,197.610045,5.075595081,78.64494729,2.485383689,6.192667782,227.8411174,404.2693429,10.76268797,23.90890467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2250,1536,40,868,11,32,1486,2682,45,178
6059089107,Orange,1,5944,1250,0,20,0.0033647,0,0,0,0,0,0,9.7,78974,0,1,0,1,0,0,0,0,3.802607298,5467.255639,3.802607298,0.953049421,1225.262465,0.953049421,5467.255639,1225.262465,1981.955144,49.40707621,1761.473138,26.4511436,27.23476077,1620.734388,2836.541783,27.15629382,62.96859403,3.802607298,0.953049421,1.704617143,0.010086492,0.867438316,0.040345967,0.010086492,1.170032978,2.138336182,0.039071884,0.050736174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1230,2136,52,1888,32,28,1808,3129,28,69
6059099202,Orange,1,8323,1945,0,0,0.0,0,1,0,0,0,1,24.4,53092,0,1,0,1,0,0,0,0,0.0,732.3376199,0.0,0.0,303.3637003,0.0,732.3376199,303.3637003,317.2951308,9.650186557,239.6678084,4.40165405,4.678005782,156.6448352,268.6845987,7.841694388,21.71481235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3593,2917,107,2625,54,77,2543,4510,50,202
6059099203,Orange,1,6029,1503,0,8,0.0013269,0,0,0,0,0,0,13.5,65465,0,1,0,1,0,0,0,0,0.0,1023.676903,0.0,0.0,311.6799294,0.0,1023.676903,311.6799294,205.8617699,10.11765814,634.8038203,5.662068367,0.003670859,167.2278989,253.5577614,4.373197247,25.80602695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1768,1632,64,3611,22,8,692,1239,49,172
6059099204,Orange,1,4729,1347,0,137,0.0289702,0,0,0,0,0,1,12.0,46038,0,0,0,0,0,0,0,0,0.0,81.20228577,0.0,0.0,22.60484791,0.0,81.20228577,22.60484791,21.47535896,0.0,55.43561172,0.0,0.0,4.291316628,9.519365549,0.0,0.908298284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1608,1353,33,2953,22,5,363,598,59,71
6059099212,Orange,1,4914,1661,0,121,0.0246235,0,1,0,0,0,1,20.0,64119,0,1,0,1,0,0,0,0,0.0,1279.118011,0.0,0.0,290.1221696,0.0,1279.118011,290.1221696,933.1806316,15.11307499,182.5186001,4.238424929,8.71341546,135.3538597,276.2655803,4.7253577,50.40074445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1694,3095,69,834,24,37,855,1400,51,172
6059099214,Orange,1,3498,1404,0,29,0.0082905,0,0,0,0,0,0,6.7,100640,0,1,0,1,0,0,0,0,0.0,2751.472282,0.0,0.0,351.9711351,0.0,2751.472282,351.9711351,2229.331207,18.00000083,266.9768792,17.04652787,16.0024235,204.1152547,295.1181974,26.13570585,30.40885502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480,2863,26,323,24,18,244,371,35,38
6059099215,Orange,1,5203,1841,0,9,0.0017298,0,0,0,0,0,0,4.9,95781,0,1,0,1,0,0,0,0,0.0,818.8078071,0.0,0.0,58.21860124,0.0,818.8078071,58.21860124,662.2081207,3.214557495,91.6753183,1.274836063,1.959816347,58.47516286,95.51695871,1.455029284,4.740877228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401,4003,43,519,38,37,563,942,27,32
6059099216,Orange,1,4000,1444,0,22,0.0055,0,0,0,0,0,0,5.3,90545,0,1,0,1,0,0,0,0,0.0,1296.152326,0.0,0.0,125.8447223,0.0,1296.152326,125.8447223,1075.097239,4.040254113,123.213591,2.475493008,5.870702452,85.45504638,184.1465696,8.967315803,10.2217458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646,3231,29,421,9,13,297,537,39,30
6059099217,Orange,1,2354,870,0,10,0.0042481,0,0,0,0,0,0,3.9,133472,0,1,0,1,0,0,0,0,0.0,1041.572744,0.0,0.0,190.6345401,0.0,1041.572744,190.6345401,907.9089252,6.483448395,82.74037974,5.0,3.000000149,36.43999383,77.78387155,16.43092469,1.263941472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311,2020,23,199,7,7,98,201,26,3
6059099220,Orange,1,5115,2274,0,6,0.001173,0,0,0,0,0,0,5.2,100141,0,1,0,1,0,0,0,0,0.0,1464.480762,0.0,0.0,96.37560421,0.0,1464.480762,96.37560421,1258.736183,16.00000025,90.09171637,6.000000068,18.58192301,75.07093005,172.3662758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601,4332,40,359,12,37,335,582,0,0
6059099222,Orange,1,4733,1406,0,0,0.0,0,0,0,0,0,1,21.9,56944,0,0,0,0,0,0,0,0,0.0,331.0167151,0.0,0.0,114.4689623,0.0,331.0167151,114.4689623,147.8104768,0.227246195,131.057016,0.0,0.227246195,51.69473672,50.293788,11.59383871,10.01287538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2054,1487,15,2709,12,12,498,613,109,160
6059099223,Orange,1,5102,1568,0,4,0.000784,0,0,0,0,0,1,20.3,42421,0,0,0,0,0,0,0,0,0.0,459.4992845,0.0,0.0,167.2525325,0.0,459.4992845,167.2525325,143.7800579,4.495435119,284.8899688,0.211455718,3.723179102,22.39918709,41.4274505,9.346133981,17.75999745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2356,1228,26,3241,4,15,588,823,119,230
6059099224,Orange,1,3521,1091,0,13,0.0036921,0,0,0,0,0,0,3.6,111291,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,1795,17,1478,22,8,201,299,47,18
