,CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lalowihalf,lawhitehalf,lablackhalf,laasianhalf,lanhopihalf,laaianhalf,laomultirhalf,lahisphalf,lahunvhalf,lasnaphalf,lapop1,lalowi1,lawhite1,lablack1,laasian1,lanhopi1,laaian1,laomultir1,lahisp1,lahunv1,lasnap1,lapop10,lalowi10,lawhite10,lablack10,laasian10,lanhopi10,laaian10,laomultir10,lahisp10,lahunv10,lasnap10,lapop20,lalowi20,lawhite20,lablack20,laasian20,lanhopi20,laaian20,laomultir20,lahisp20,lahunv20,lasnap20,TractLOWI,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
8345,6065044505,California,Riverside County,1,6479,2298,0,30.0,0.46,1,1,1,1,1,1,11.6,51274.0,1,1,1,1,1,0,0,1,4778.0,6262.0,4778.0,2354.0,2889.0,2354.0,6262.0,2889.0,4559.0,94.0,106.0,10.0,67.0,1427.0,3635.0,114.0,321.0,4778.0,2354.0,3172.0,83.0,92.0,10.0,57.0,1363.0,3479.0,74.0,195.0,,,,,,,,,,,,,,,,,,,,,,,3062.0,4762.0,96.0,106.0,10.0,69.0,1436.0,3654.0,118.0,331.0
8346,6065044507,California,Riverside County,1,6565,1956,0,34.0,0.52,1,1,1,0,0,1,35.3,39706.0,1,1,1,1,1,0,0,0,1152.0,2706.0,1152.0,599.0,1490.0,599.0,2706.0,1490.0,1581.0,149.0,39.0,15.0,32.0,890.0,1465.0,21.0,201.0,1152.0,599.0,775.0,49.0,19.0,8.0,13.0,288.0,529.0,9.0,99.0,,,,,,,,,,,,,,,,,,,,,,,4422.0,3425.0,437.0,115.0,27.0,104.0,2457.0,4238.0,72.0,495.0
8347,6065044509,California,Riverside County,1,3939,1407,0,12.0,0.3,1,1,1,1,1,1,45.0,28214.0,1,1,1,1,1,0,0,1,845.0,3930.0,845.0,586.0,2726.0,586.0,3930.0,2726.0,2134.0,351.0,83.0,19.0,48.0,1295.0,2238.0,269.0,406.0,845.0,586.0,521.0,62.0,32.0,12.0,6.0,212.0,392.0,53.0,80.0,,,,,,,,,,,,,,,,,,,,,,,2701.0,2139.0,352.0,84.0,19.0,48.0,1297.0,2242.0,284.0,429.0
8348,6065044510,California,Riverside County,1,5808,1759,0,56.0,0.96,1,1,1,0,0,1,37.1,37266.0,1,1,1,1,1,0,0,0,954.0,2100.0,954.0,647.0,1425.0,647.0,2100.0,1425.0,1258.0,202.0,79.0,2.0,58.0,500.0,1054.0,62.0,135.0,954.0,647.0,581.0,101.0,42.0,1.0,21.0,208.0,465.0,26.0,58.0,,,,,,,,,,,,,,,,,,,,,,,4054.0,3135.0,539.0,175.0,14.0,109.0,1836.0,3511.0,199.0,398.0
8349,6065044515,California,Riverside County,1,3618,1113,0,9.0,0.25,0,1,0,0,0,1,32.4,34125.0,0,1,0,1,0,0,0,0,470.0,2845.0,470.0,310.0,1875.0,310.0,2845.0,1875.0,1505.0,77.0,21.0,0.0,43.0,1198.0,2294.0,53.0,91.0,470.0,310.0,268.0,35.0,2.0,0.0,6.0,160.0,321.0,9.0,15.0,,,,,,,,,,,,,,,,,,,,,,,2388.0,2092.0,96.0,41.0,1.0,50.0,1338.0,2635.0,82.0,141.0
8350,6065044516,California,Riverside County,1,6606,2071,0,1.0,0.02,1,1,1,0,0,1,23.7,43092.0,1,1,1,1,1,0,0,0,5057.0,6174.0,5057.0,2928.0,3597.0,2928.0,6174.0,3597.0,3626.0,390.0,127.0,6.0,66.0,1958.0,3666.0,66.0,327.0,5057.0,2928.0,3098.0,336.0,119.0,6.0,49.0,1449.0,2735.0,57.0,282.0,,,,,,,,,,,,,,,,,,,,,,,3609.0,3839.0,469.0,134.0,6.0,78.0,2080.0,3962.0,75.0,371.0
8351,6065044517,California,Riverside County,1,2377,1066,0,71.0,2.99,0,0,0,0,0,0,7.6,68600.0,1,1,1,1,1,0,0,0,2377.0,2377.0,2377.0,553.0,553.0,553.0,2377.0,553.0,1978.0,111.0,82.0,6.0,14.0,186.0,367.0,18.0,66.0,2377.0,553.0,1978.0,111.0,82.0,6.0,14.0,186.0,367.0,18.0,66.0,,,,,,,,,,,,,,,,,,,,,,,525.0,1978.0,111.0,82.0,6.0,14.0,186.0,367.0,17.0,63.0
8352,6065044518,California,Riverside County,1,5232,1922,0,11.0,0.21,1,1,1,1,1,1,32.4,37247.0,1,1,1,1,1,0,0,1,4837.0,5232.0,4837.0,2864.0,3063.0,2864.0,5232.0,3063.0,3612.0,342.0,127.0,22.0,45.0,1084.0,1881.0,233.0,361.0,4837.0,2864.0,3380.0,309.0,112.0,18.0,43.0,975.0,1707.0,224.0,339.0,,,,,,,,,,,,,,,,,,,,,,,2976.0,3612.0,342.0,127.0,22.0,45.0,1084.0,1881.0,206.0,327.0
8353,6065044520,California,Riverside County,0,1704,747,0,2.0,0.12,0,0,0,0,0,1,13.0,51615.0,0,0,0,0,0,0,0,0,,,,,,,1696.0,820.0,1357.0,14.0,27.0,1.0,17.0,280.0,543.0,42.0,86.0,1604.0,776.0,1269.0,13.0,27.0,1.0,15.0,279.0,539.0,39.0,81.0,,,,,,,,,,,,,,,,,,,,,,,832.0,1364.0,14.0,27.0,1.0,17.0,281.0,544.0,39.0,80.0
8354,6065044521,California,Riverside County,0,1196,451,0,0.0,0.0,0,0,0,0,0,1,31.2,36371.0,0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,,1196.0,817.0,886.0,52.0,29.0,0.0,34.0,195.0,364.0,19.0,74.0,1196.0,817.0,886.0,52.0,29.0,0.0,34.0,195.0,364.0,19.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,924.0,886.0,52.0,29.0,0.0,34.0,195.0,364.0,17.0,67.0
8355,6065044522,California,Riverside County,1,4876,1875,0,60.0,1.23,1,1,1,1,1,1,25.6,43350.0,1,1,1,1,1,0,0,1,4876.0,4876.0,4876.0,2786.0,2786.0,2786.0,4876.0,2786.0,3308.0,143.0,69.0,7.0,44.0,1305.0,2382.0,174.0,148.0,4876.0,2786.0,3308.0,143.0,69.0,7.0,44.0,1305.0,2382.0,174.0,148.0,,,,,,,,,,,,,,,,,,,,,,,2231.0,3308.0,143.0,69.0,7.0,44.0,1305.0,2382.0,158.0,134.0
8356,6065044602,California,Riverside County,1,2907,1533,0,21.0,0.72,0,1,0,1,1,1,24.4,71196.0,0,1,0,1,0,0,0,1,250.0,2374.0,250.0,53.0,937.0,53.0,2374.0,937.0,1757.0,72.0,107.0,0.0,27.0,411.0,612.0,148.0,157.0,250.0,53.0,215.0,9.0,14.0,0.0,1.0,12.0,25.0,11.0,18.0,,,,,,,,,,,,,,,,,,,,,,,1297.0,2226.0,86.0,120.0,0.0,31.0,444.0,693.0,193.0,197.0
8357,6065044604,California,Riverside County,1,4320,1674,0,31.0,0.72,0,0,0,0,0,0,10.4,69259.0,1,1,1,1,1,0,0,0,1295.0,3465.0,1295.0,318.0,926.0,318.0,3465.0,926.0,2373.0,97.0,178.0,2.0,75.0,740.0,1327.0,40.0,72.0,1295.0,318.0,755.0,32.0,48.0,1.0,9.0,450.0,660.0,10.0,27.0,,,,,,,,,,,,,,,,,,,,,,,1165.0,2905.0,131.0,233.0,6.0,90.0,955.0,1697.0,63.0,99.0
8358,6065044605,California,Riverside County,1,4803,1935,0,21.0,0.44,1,1,1,1,1,1,23.1,48063.0,1,1,1,1,1,0,0,1,4803.0,4803.0,4803.0,2693.0,2693.0,2693.0,4803.0,2693.0,2548.0,733.0,164.0,6.0,32.0,1320.0,2076.0,151.0,388.0,4803.0,2693.0,2548.0,733.0,164.0,6.0,32.0,1320.0,2076.0,151.0,388.0,,,,,,,,,,,,,,,,,,,,,,,3221.0,2548.0,733.0,164.0,6.0,32.0,1320.0,2076.0,173.0,444.0
8359,6065044606,California,Riverside County,1,2852,1470,0,10.0,0.35,1,1,1,1,1,1,25.1,85313.0,1,1,1,1,1,0,0,1,2785.0,2852.0,2785.0,1157.0,1177.0,1157.0,2852.0,1177.0,2247.0,91.0,59.0,1.0,33.0,421.0,717.0,186.0,173.0,2785.0,1157.0,2195.0,91.0,56.0,1.0,33.0,410.0,702.0,177.0,168.0,,,,,,,,,,,,,,,,,,,,,,,1146.0,2247.0,91.0,59.0,1.0,33.0,421.0,717.0,173.0,161.0
8360,6065044701,California,Riverside County,1,3555,1717,0,269.0,7.57,0,1,0,1,1,1,19.9,48846.0,0,1,0,1,0,0,0,1,242.0,3113.0,242.0,156.0,1764.0,156.0,3113.0,1764.0,2018.0,164.0,169.0,8.0,33.0,721.0,948.0,166.0,196.0,242.0,156.0,196.0,8.0,12.0,0.0,3.0,24.0,39.0,8.0,15.0,,,,,,,,,,,,,,,,,,,,,,,2211.0,2318.0,182.0,183.0,9.0,35.0,828.0,1123.0,190.0,230.0
8361,6065044702,California,Riverside County,1,2295,551,0,0.0,0.0,0,1,0,0,0,1,29.2,34635.0,0,1,0,1,0,0,0,0,,868.0,,,589.0,,868.0,589.0,498.0,26.0,19.0,0.0,8.0,316.0,731.0,5.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1168.0,1264.0,83.0,107.0,0.0,16.0,825.0,1886.0,14.0,43.0
8362,6065044804,California,Riverside County,1,2850,970,0,22.0,0.77,0,1,0,0,0,1,24.0,57024.0,0,1,0,1,0,0,0,0,,2677.0,,,1189.0,,2677.0,1189.0,1637.0,55.0,431.0,1.0,45.0,508.0,1328.0,85.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225.0,1723.0,59.0,485.0,1.0,49.0,533.0,1410.0,94.0,110.0
8363,6065044805,California,Riverside County,1,1701,1042,0,5.0,0.29,0,0,0,0,0,0,12.3,140750.0,0,1,0,1,0,0,0,0,0.0,1031.0,0.0,0.0,250.0,0.0,1031.0,250.0,935.0,15.0,25.0,1.0,5.0,51.0,110.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,405.0,1510.0,41.0,49.0,5.0,11.0,85.0,206.0,16.0,26.0
8364,6065044806,California,Riverside County,1,1982,1222,0,7.0,0.35,0,1,0,0,0,1,24.4,44074.0,0,1,0,1,0,0,0,0,,1005.0,,,486.0,,1005.0,486.0,798.0,40.0,30.0,7.0,13.0,117.0,260.0,64.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075.0,1649.0,59.0,54.0,8.0,22.0,190.0,379.0,144.0,43.0
8365,6065044807,California,Riverside County,1,1281,748,0,0.0,0.0,0,0,0,0,0,0,18.1,72679.0,0,1,0,1,0,0,0,0,195.0,745.0,195.0,80.0,305.0,80.0,745.0,305.0,618.0,18.0,47.0,0.0,1.0,61.0,105.0,13.0,50.0,195.0,80.0,186.0,2.0,3.0,0.0,0.0,3.0,16.0,3.0,13.0,,,,,,,,,,,,,,,,,,,,,,,621.0,1049.0,33.0,79.0,0.0,2.0,118.0,193.0,25.0,97.0
8366,6065044904,California,Riverside County,1,4543,1620,0,8.0,0.18,0,0,0,0,0,0,9.5,76051.0,0,1,0,1,0,0,0,0,134.0,2878.0,134.0,46.0,985.0,46.0,2878.0,985.0,1849.0,122.0,218.0,12.0,45.0,634.0,1266.0,55.0,57.0,134.0,46.0,101.0,4.0,3.0,0.0,1.0,25.0,59.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,1789.0,2971.0,213.0,320.0,16.0,64.0,959.0,1973.0,96.0,99.0
8367,6065044907,California,Riverside County,1,4989,1238,0,24.0,0.48,0,1,0,0,0,1,33.3,34236.0,0,1,0,1,0,0,0,0,,2793.0,,,1690.0,,2793.0,1690.0,1573.0,62.0,41.0,0.0,20.0,1097.0,2488.0,35.0,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3530.0,2870.0,118.0,90.0,4.0,35.0,1872.0,4356.0,79.0,253.0
8368,6065044911,California,Riverside County,1,4617,2175,0,0.0,0.0,0,0,0,0,1,0,13.8,70440.0,1,1,1,1,1,0,0,1,1184.0,3382.0,1184.0,487.0,1383.0,487.0,3382.0,1383.0,2793.0,54.0,100.0,4.0,20.0,411.0,713.0,119.0,84.0,1184.0,487.0,1015.0,11.0,43.0,2.0,10.0,104.0,183.0,39.0,28.0,,,,,,,,,,,,,,,,,,,,,,,1908.0,3678.0,123.0,149.0,10.0,27.0,630.0,1134.0,173.0,121.0
8369,6065044915,California,Riverside County,1,6489,1740,0,15.0,0.23,0,1,0,0,0,1,30.6,37289.0,0,1,0,1,0,0,0,0,,1034.0,,,735.0,,1034.0,735.0,464.0,22.0,39.0,3.0,15.0,492.0,892.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5055.0,3281.0,174.0,219.0,5.0,62.0,2748.0,5524.0,180.0,283.0
8370,6065044916,California,Riverside County,1,4650,1825,0,0.0,0.0,0,1,0,0,0,1,27.0,52261.0,0,1,0,1,0,0,0,0,432.0,3140.0,432.0,171.0,1468.0,171.0,3140.0,1468.0,2193.0,98.0,154.0,7.0,31.0,657.0,1220.0,71.0,167.0,432.0,171.0,346.0,8.0,32.0,0.0,6.0,41.0,63.0,6.0,27.0,,,,,,,,,,,,,,,,,,,,,,,2628.0,3011.0,145.0,186.0,9.0,47.0,1252.0,2321.0,121.0,249.0
8371,6065044917,California,Riverside County,1,3911,2157,0,0.0,0.0,0,0,0,0,0,0,13.3,114375.0,1,1,1,1,1,0,0,0,2282.0,3716.0,2282.0,425.0,739.0,425.0,3716.0,739.0,3511.0,26.0,82.0,1.0,20.0,76.0,168.0,66.0,87.0,2282.0,425.0,2174.0,12.0,38.0,1.0,14.0,43.0,99.0,45.0,54.0,,,,,,,,,,,,,,,,,,,,,,,931.0,3693.0,32.0,85.0,1.0,22.0,78.0,176.0,89.0,111.0
8372,6065044918,California,Riverside County,1,3030,1626,0,37.0,1.22,0,0,0,0,1,0,12.8,98269.0,1,1,1,1,1,0,0,1,930.0,2297.0,930.0,238.0,579.0,238.0,2297.0,579.0,2140.0,21.0,66.0,0.0,8.0,62.0,96.0,107.0,9.0,930.0,238.0,884.0,6.0,22.0,0.0,1.0,17.0,25.0,22.0,4.0,,,,,,,,,,,,,,,,,,,,,,,770.0,2785.0,26.0,116.0,0.0,11.0,92.0,138.0,150.0,12.0
8373,6065044919,California,Riverside County,1,4243,2535,0,0.0,0.0,1,1,1,1,1,1,10.7,62933.0,1,1,1,1,1,0,0,1,720.0,3289.0,720.0,240.0,1046.0,240.0,3289.0,1046.0,3185.0,17.0,33.0,5.0,11.0,38.0,103.0,147.0,46.0,720.0,240.0,695.0,5.0,8.0,1.0,2.0,9.0,22.0,29.0,10.0,,,,,,,,,,,,,,,,,,,,,,,1425.0,4096.0,31.0,43.0,5.0,11.0,57.0,150.0,224.0,61.0
8374,6065044921,California,Riverside County,1,2355,1004,0,11.0,0.47,0,0,0,0,0,0,6.0,134688.0,0,1,0,1,0,0,0,0,86.0,1334.0,86.0,15.0,227.0,15.0,1334.0,227.0,1173.0,28.0,68.0,0.0,15.0,49.0,125.0,40.0,5.0,86.0,15.0,83.0,2.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,428.0,2007.0,61.0,154.0,2.0,22.0,109.0,228.0,70.0,9.0
8375,6065044922,California,Riverside County,1,3494,1560,0,15.0,0.43,0,0,0,0,0,0,5.9,109214.0,1,1,1,1,1,0,0,0,2364.0,3077.0,2364.0,286.0,372.0,286.0,3077.0,372.0,2603.0,68.0,214.0,5.0,13.0,174.0,383.0,45.0,19.0,2364.0,286.0,2034.0,41.0,144.0,4.0,10.0,132.0,273.0,35.0,15.0,,,,,,,,,,,,,,,,,,,,,,,659.0,2905.0,93.0,257.0,7.0,16.0,216.0,481.0,83.0,35.0
8376,6065044923,California,Riverside County,1,3615,1106,0,41.0,1.13,0,1,0,0,0,1,22.2,68594.0,0,1,0,1,0,0,0,0,88.0,1484.0,88.0,24.0,422.0,24.0,1484.0,422.0,1126.0,38.0,83.0,1.0,22.0,214.0,568.0,0.0,37.0,88.0,24.0,59.0,2.0,7.0,0.0,2.0,17.0,41.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,1599.0,2543.0,110.0,221.0,1.0,43.0,697.0,1862.0,13.0,95.0
8377,6065044924,California,Riverside County,1,3984,1164,0,16.0,0.4,0,0,0,0,0,0,9.5,71786.0,0,1,0,1,0,0,0,0,105.0,3858.0,105.0,31.0,1234.0,31.0,3858.0,1234.0,2462.0,137.0,185.0,4.0,58.0,1012.0,2187.0,8.0,103.0,105.0,31.0,77.0,2.0,10.0,0.0,0.0,17.0,48.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,1399.0,2534.0,142.0,190.0,4.0,60.0,1054.0,2272.0,8.0,110.0
8378,6065044925,California,Riverside County,1,3477,970,0,46.0,1.32,0,0,0,0,0,0,14.1,70486.0,0,1,0,1,0,0,0,0,,2859.0,,,944.0,,2859.0,944.0,1743.0,93.0,177.0,7.0,46.0,793.0,1738.0,0.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1197.0,2077.0,103.0,224.0,9.0,51.0,1013.0,2165.0,0.0,80.0
8379,6065044926,California,Riverside County,1,4665,1305,0,26.0,0.56,0,0,0,0,0,1,21.4,46563.0,0,0,0,0,0,0,0,0,,29.0,,,16.0,,29.0,16.0,21.0,0.0,3.0,0.0,0.0,4.0,10.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2241.0,2651.0,94.0,478.0,4.0,61.0,1377.0,3258.0,102.0,127.0
8380,6065044927,California,Riverside County,1,3801,1903,0,5.0,0.13,0,0,0,0,0,0,11.8,67209.0,1,1,1,1,1,0,0,0,1154.0,3086.0,1154.0,150.0,668.0,150.0,3086.0,668.0,2673.0,64.0,98.0,1.0,14.0,235.0,397.0,62.0,139.0,1154.0,150.0,1116.0,2.0,24.0,0.0,4.0,8.0,34.0,40.0,56.0,,,,,,,,,,,,,,,,,,,,,,,864.0,3158.0,104.0,124.0,1.0,21.0,393.0,644.0,65.0,165.0
8381,6065044928,California,Riverside County,1,3443,1813,0,36.0,1.05,0,0,0,0,1,0,9.2,123281.0,1,1,1,1,1,0,0,1,1042.0,2816.0,1042.0,222.0,516.0,222.0,2816.0,516.0,2630.0,19.0,54.0,1.0,8.0,103.0,215.0,101.0,8.0,1042.0,222.0,967.0,7.0,18.0,0.0,2.0,48.0,114.0,22.0,3.0,,,,,,,,,,,,,,,,,,,,,,,576.0,3202.0,24.0,73.0,2.0,9.0,133.0,269.0,128.0,9.0
8382,6065044929,California,Riverside County,1,3908,2062,0,0.0,0.0,0,0,0,0,1,0,10.0,76156.0,1,1,1,1,1,0,0,1,699.0,3191.0,699.0,90.0,931.0,90.0,3191.0,931.0,2801.0,48.0,138.0,5.0,17.0,182.0,510.0,142.0,50.0,699.0,90.0,682.0,0.0,9.0,1.0,1.0,6.0,22.0,24.0,12.0,,,,,,,,,,,,,,,,,,,,,,,1185.0,3409.0,64.0,180.0,7.0,18.0,230.0,633.0,176.0,57.0
8383,6065044930,California,Riverside County,1,3213,1358,0,0.0,0.0,0,1,0,0,0,1,26.4,63531.0,0,1,0,1,0,0,0,0,145.0,2019.0,145.0,57.0,794.0,57.0,2019.0,794.0,1615.0,26.0,106.0,6.0,2.0,265.0,577.0,6.0,162.0,145.0,57.0,105.0,3.0,18.0,1.0,0.0,18.0,37.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,1456.0,2367.0,48.0,152.0,9.0,11.0,626.0,1315.0,8.0,225.0
8384,6065044931,California,Riverside County,1,2327,597,0,97.0,4.17,0,1,0,0,0,1,13.5,45804.0,0,1,0,1,0,0,0,0,,624.0,,,299.0,,624.0,299.0,360.0,24.0,86.0,0.0,7.0,148.0,276.0,9.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988.0,1234.0,44.0,219.0,1.0,24.0,805.0,1549.0,34.0,80.0
8385,6065044932,California,Riverside County,1,3067,1056,0,19.0,0.62,0,0,0,0,0,0,17.8,91932.0,0,1,0,1,0,0,0,0,273.0,2643.0,273.0,81.0,784.0,81.0,2643.0,784.0,1750.0,48.0,240.0,0.0,21.0,585.0,1129.0,21.0,64.0,273.0,81.0,168.0,9.0,18.0,0.0,2.0,77.0,119.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,898.0,2015.0,56.0,287.0,1.0,26.0,682.0,1294.0,26.0,79.0
8386,6065045000,California,Riverside County,1,3424,1501,0,0.0,0.0,1,1,1,1,1,1,23.7,41786.0,1,1,1,1,1,0,0,1,2584.0,3408.0,2584.0,1319.0,1844.0,1319.0,3408.0,1844.0,2386.0,70.0,49.0,2.0,21.0,879.0,1579.0,166.0,49.0,2584.0,1319.0,1975.0,40.0,40.0,2.0,17.0,510.0,1013.0,125.0,39.0,,,,,,,,,,,,,,,,,,,,,,,1738.0,2395.0,71.0,49.0,2.0,21.0,886.0,1589.0,173.0,48.0
8387,6065045103,California,Riverside County,1,3623,1880,0,0.0,0.0,0,0,0,0,0,0,15.7,77000.0,1,1,1,1,1,0,0,0,1312.0,2760.0,1312.0,295.0,727.0,295.0,2760.0,727.0,2387.0,35.0,74.0,1.0,5.0,259.0,555.0,68.0,73.0,1312.0,295.0,1138.0,21.0,43.0,0.0,3.0,108.0,244.0,35.0,35.0,,,,,,,,,,,,,,,,,,,,,,,1007.0,3095.0,41.0,90.0,1.0,12.0,384.0,824.0,73.0,89.0
8388,6065045108,California,Riverside County,1,5726,2275,0,224.0,3.91,0,1,0,0,0,1,16.6,55924.0,0,1,0,1,0,0,0,0,,561.0,,,246.0,,561.0,246.0,456.0,13.0,15.0,0.0,8.0,69.0,180.0,12.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3331.0,4078.0,127.0,164.0,5.0,45.0,1307.0,2670.0,249.0,305.0
8389,6065045109,California,Riverside County,1,3831,1400,0,0.0,0.0,0,0,0,0,0,0,13.4,69250.0,1,1,1,1,1,0,0,0,3831.0,3831.0,3831.0,1148.0,1148.0,1148.0,3831.0,1148.0,2742.0,69.0,72.0,3.0,35.0,910.0,1604.0,42.0,117.0,3831.0,1148.0,2742.0,69.0,72.0,3.0,35.0,910.0,1604.0,42.0,117.0,,,,,,,,,,,,,,,,,,,,,,,1081.0,2742.0,69.0,72.0,3.0,35.0,910.0,1604.0,43.0,109.0
8390,6065045110,California,Riverside County,1,5401,1733,0,0.0,0.0,0,0,0,0,0,0,5.9,68006.0,1,1,1,1,1,0,0,0,5401.0,5401.0,5401.0,1550.0,1550.0,1550.0,5401.0,1550.0,3569.0,174.0,89.0,8.0,57.0,1504.0,2957.0,9.0,52.0,5401.0,1550.0,3569.0,174.0,89.0,8.0,57.0,1504.0,2957.0,9.0,52.0,,,,,,,,,,,,,,,,,,,,,,,1723.0,3569.0,174.0,89.0,8.0,57.0,1504.0,2957.0,10.0,58.0
8391,6065045114,California,Riverside County,1,1939,1050,0,3.0,0.15,0,0,0,0,0,0,9.5,111838.0,1,1,1,1,1,0,0,0,1939.0,1939.0,1939.0,292.0,292.0,292.0,1939.0,292.0,1828.0,11.0,31.0,2.0,11.0,56.0,109.0,36.0,8.0,1939.0,292.0,1828.0,11.0,31.0,2.0,11.0,56.0,109.0,36.0,8.0,,,,,,,,,,,,,,,,,,,,,,,284.0,1828.0,11.0,31.0,2.0,11.0,56.0,109.0,37.0,8.0
8392,6065045115,California,Riverside County,1,2026,995,0,0.0,0.0,0,0,0,0,0,0,5.7,127500.0,1,1,1,1,1,0,0,0,1070.0,2026.0,1070.0,135.0,256.0,135.0,2026.0,256.0,1910.0,18.0,42.0,0.0,3.0,53.0,114.0,11.0,4.0,1070.0,135.0,1000.0,16.0,28.0,0.0,3.0,23.0,52.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,235.0,1910.0,18.0,42.0,0.0,3.0,53.0,114.0,10.0,4.0
8393,6065045116,California,Riverside County,1,1492,761,0,0.0,0.0,0,0,0,0,0,0,4.9,73958.0,0,1,0,1,0,0,0,0,3.0,827.0,3.0,1.0,231.0,1.0,827.0,231.0,632.0,32.0,26.0,1.0,1.0,135.0,200.0,7.0,11.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,413.0,1255.0,37.0,40.0,1.0,3.0,156.0,238.0,13.0,21.0
8394,6065045117,California,Riverside County,1,3969,1989,0,14.0,0.35,0,1,0,0,0,1,22.4,81033.0,0,1,0,1,0,0,0,0,,806.0,,,320.0,,806.0,320.0,752.0,6.0,13.0,0.0,4.0,31.0,68.0,34.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595.0,3435.0,59.0,101.0,1.0,27.0,346.0,753.0,134.0,79.0
8395,6065045118,California,Riverside County,1,2762,1260,0,0.0,0.0,0,1,0,0,0,1,22.7,45385.0,0,1,0,1,0,0,0,0,433.0,1268.0,433.0,217.0,636.0,217.0,1268.0,636.0,924.0,12.0,17.0,1.0,6.0,308.0,546.0,43.0,32.0,433.0,217.0,245.0,3.0,4.0,0.0,4.0,178.0,299.0,11.0,8.0,,,,,,,,,,,,,,,,,,,,,,,1188.0,1858.0,56.0,88.0,2.0,15.0,743.0,1214.0,88.0,65.0
8396,6065045119,California,Riverside County,1,2811,1022,0,11.0,0.39,0,0,0,0,0,0,11.0,76875.0,0,1,0,1,0,0,0,0,62.0,2692.0,62.0,17.0,658.0,17.0,2692.0,658.0,2055.0,44.0,139.0,1.0,21.0,433.0,788.0,9.0,49.0,62.0,17.0,50.0,1.0,3.0,0.0,0.0,8.0,16.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,689.0,2144.0,45.0,141.0,1.0,21.0,459.0,831.0,12.0,53.0
8397,6065045120,California,Riverside County,1,4580,1682,0,0.0,0.0,1,1,1,1,1,1,10.3,60917.0,1,1,1,1,1,0,0,1,4564.0,4580.0,4564.0,2066.0,2071.0,2066.0,4580.0,2071.0,3013.0,106.0,70.0,11.0,28.0,1352.0,2345.0,112.0,148.0,4564.0,2066.0,2998.0,106.0,70.0,11.0,28.0,1352.0,2343.0,112.0,147.0,,,,,,,,,,,,,,,,,,,,,,,2041.0,3013.0,106.0,70.0,11.0,28.0,1352.0,2345.0,102.0,138.0
8398,6065045121,California,Riverside County,1,5457,2572,0,5.0,0.09,0,0,0,0,0,0,17.5,121298.0,1,1,1,1,1,0,0,0,1567.0,3503.0,1567.0,281.0,803.0,281.0,3503.0,803.0,3142.0,57.0,78.0,4.0,12.0,211.0,459.0,16.0,85.0,1567.0,281.0,1360.0,31.0,31.0,4.0,6.0,135.0,276.0,0.0,35.0,,,,,,,,,,,,,,,,,,,,,,,2366.0,4837.0,93.0,163.0,5.0,14.0,345.0,798.0,107.0,147.0
